Route_Id,Origin_Port,Destination_Port,Orgin_Port_Country,Destination_Port_Country,No_Of_Stops,Stops_Names,Stop_Points,Average_Transit_Days,Distance,Vessel_Type,No_Of_Travels,Total_Incidents_Count,Risk_Score
R2686,KAKINADA,SALAVERRY,INDIA,PERU,0,"COLOMBO,FREEPORT, GRAND BAHAMA,RODMAN",0,76,14517,Sailboat,1133,123,40
R2687,BARI,ITAPOA,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,46,6184,Gas carrier,632,123,75
R2688,BARI,MONTEVIDEO,ITALY,URUGUAY,0,"GIOIA TAURO,VALENCIA",0,49,6896,High-speed craft,2955,142,16
R2689,BARI,PARANAGUA,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,44,6140,Livestock carrier,2303,144,22
R2690,BARI,RIO DE JANEIRO,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,41,5736,Project cargo ship,3445,139,14
R2691,BARI,SALVADOR,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,39,5030,Barge,3386,134,15
R2692,BARI,SANTOS,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,43,5990,Dredgers,564,135,90
R2693,BARI,SUAPE,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,37,4649,Tugs,1111,116,38
R2694,POZZALLO,ITAPOA,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,49,5975,Corvette,2625,121,16
R2695,POZZALLO,MONTEVIDEO,ITALY,URUGUAY,0,"GIOIA TAURO,VALENCIA",0,52,6687,Reefer Vessel,1598,120,29
R2696,POZZALLO,PARANAGUA,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,47,5931,Frigate,1537,130,32
R2697,POZZALLO,RIO DE JANEIRO,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,44,5527,Offshore Ships,2901,111,14
R2698,POZZALLO,SALVADOR,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,42,4821,Panamax Ship,1886,134,25
R2699,POZZALLO,SANTOS,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,46,5781,Bulk carrier,1396,122,31
R2700,POZZALLO,SUAPE,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,40,4440,Tank,3181,113,13
R2701,BARI,VITORIA,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA,RIO DE JANEIRO",0,49,6008,Barge,517,111,78
R2702,POZZALLO,VITORIA,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA,RIO DE JANEIRO",0,52,5799,Dredgers,2083,130,22
R2703,POZZALLO,PECEM,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA,SUAPE",0,48,4899,Tugs,2047,120,22
R2704,BARI,PECEM,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA,SUAPE",0,45,5108,Corvette,1687,128,29
R2705,BARI,NAVEGANTES,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA,RIO DE JANEIRO",0,45,6118,Reefer Vessel,511,125,93
R2706,POZZALLO,NAVEGANTES,ITALY,BRAZIL,0,"GIOIA TAURO,VALENCIA,RIO DE JANEIRO",0,48,5909,Frigate,3198,143,17
R2707,DURRES,ITAPOA,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,46,6149,Offshore Ships,946,125,49
R2708,DURRES,MONTEVIDEO,ALBANIA,URUGUAY,0,"GIOIA TAURO,VALENCIA",0,49,6861,Panamax Ship,2358,129,20
R2709,DURRES,PARANAGUA,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,44,6105,Bulk carrier,2475,126,19
R2710,DURRES,RIO DE JANEIRO,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,41,5701,Tank,2326,145,24
R2711,DURRES,SALVADOR,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,39,4995,Tank,2487,126,18
R2712,DURRES,SANTOS,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,43,5955,Barge,2930,140,18
R2713,DURRES,SUAPE,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,37,4614,Dredgers,3197,133,16
R2714,DURRES,VITORIA,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA,RIO DE JANEIRO",0,49,5973,Tugs,3174,123,14
R2715,DURRES,PECEM,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA,SUAPE",0,45,5073,Corvette,3023,132,16
R2716,DURRES,NAVEGANTES,ALBANIA,BRAZIL,0,"GIOIA TAURO,VALENCIA,RIO DE JANEIRO",0,45,6083,Reefer Vessel,3246,138,15
R2717,GENOA,PUERTO BOLIVAR,ITALY,ECUADOR,0,"VALENCIA,RODMAN",0,31,6218,Frigate,996,121,42
R2718,AGADIR,PUERTO BOLIVAR,MOROCCO,ECUADOR,0,"LAS PALMAS,VALENCIA,RODMAN",0,38,7152,Offshore Ships,2219,142,24
R2719,LEGHORN,PUERTO BOLIVAR,ITALY,ECUADOR,0,"VALENCIA,SINES,RODMAN",0,48,6617,Panamax Ship,1835,131,27
R2720,LEGHORN,GUAYAQUIL,ITALY,ECUADOR,0,"VALENCIA,SINES,RODMAN",0,45,6565,Bulk carrier,1344,136,38
R2721,GENOA,GUAYAQUIL,ITALY,ECUADOR,0,"VALENCIA,SINES,RODMAN",0,42,6549,Tank,2562,147,21
R2722,LEGHORN,PUERTO BOLIVAR,ITALY,ECUADOR,0,"VALENCIA,RODMAN",0,34,6234,Barge,1342,142,39
R2723,BARI,IQUIQUE,ITALY,CHILE,0,"GIOIA TAURO,RODMAN,CALLAO",0,53,8713,Dredgers,702,115,61
R2724,POZZALLO,IQUIQUE,ITALY,CHILE,0,"GIOIA TAURO,RODMAN,CALLAO",0,56,8504,Tugs,2589,125,17
R2725,BARI,PUERTO ANGAMOS,ITALY,CHILE,0,"GIOIA TAURO,RODMAN,CALLAO",0,56,8832,Corvette,3389,124,13
R2726,POZZALLO,PUERTO ANGAMOS,ITALY,CHILE,0,"GIOIA TAURO,RODMAN,CALLAO",0,59,8623,Reefer Vessel,2747,104,13
R2727,AGADIR,PUERTO ANGAMOS,MOROCCO,CHILE,0,"LAS PALMAS,ANTWERP,CALLAO",0,56,9697,Frigate,2217,143,22
R2728,DURRES,IQUIQUE,ALBANIA,CHILE,0,"GIOIA TAURO,RODMAN,CALLAO",0,53,8678,Offshore Ships,533,132,92
R2729,DURRES,PUERTO ANGAMOS,ALBANIA,CHILE,0,"GIOIA TAURO,RODMAN,CALLAO",0,56,8797,Panamax Ship,2638,126,17
R2730,BARI,KARACHI,ITALY,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,59,12018,Bulk carrier,815,137,61
R2731,POZZALLO,KARACHI-MUHAMMAD BIN QASIM,ITALY,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,60,11793,Tank,2309,148,23
R2732,BARI,KARACHI-MUHAMMAD BIN QASIM,ITALY,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,57,12002,Tank,612,127,76
R2733,POZZALLO,KARACHI,ITALY,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,62,11809,Barge,2378,152,25
R2734,DURRES,KARACHI,ALBANIA,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,59,11983,Dredgers,1298,125,34
R2735,DURRES,KARACHI-MUHAMMAD BIN QASIM,ALBANIA,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,57,11967,Tugs,1583,133,31
R2736,KARACHI,GUAYAQUIL,PAKISTAN,ECUADOR,0,"MUNDRA,CRISTOBAL",0,44,12236,Corvette,3068,116,13
R2737,KARACHI,PUERTO BOLIVAR,PAKISTAN,ECUADOR,0,"MUNDRA,CRISTOBAL",0,47,12284,Reefer Vessel,3057,137,16
R2738,BARI,IQUIQUE,ITALY,CHILE,0,"GIOIA TAURO,SINES,CALLAO",0,60,8032,Frigate,722,112,61
R2739,DURRES,IQUIQUE,ALBANIA,CHILE,0,"GIOIA TAURO,SINES,CALLAO",0,60,7997,Offshore Ships,1417,128,32
R2740,BARI,PUERTO ANGAMOS,ITALY,CHILE,0,"GIOIA TAURO,SINES,CALLAO",0,63,8151,Panamax Ship,2347,129,21
R2741,DURRES,PUERTO ANGAMOS,ALBANIA,CHILE,0,"GIOIA TAURO,SINES,CALLAO",0,63,8116,Bulk carrier,1628,137,32
R2742,CHATTOGRAM,HALDIA,BANGLADESH,INDIA,0,COLOMBO,0,13,2465,Tank,565,145,96
R2743,CHATTOGRAM,TUTICORIN,BANGLADESH,INDIA,0,COLOMBO,0,8,1441,Naval ship,3195,147,17
R2744,CHATTOGRAM,COCHIN,BANGLADESH,INDIA,0,COLOMBO,0,10,1628,Livestock carrier,2718,131,17
R2745,CHATTOGRAM,NEW MANGALORE,BANGLADESH,INDIA,0,COLOMBO,0,8,1804,Barge,2468,119,19
R2746,CHATTOGRAM,VISAKHAPATNAM,BANGLADESH,INDIA,0,COLOMBO,0,9,2178,Dredgers,1932,121,22
R2747,CHATTOGRAM,ENNORE,BANGLADESH,INDIA,0,COLOMBO,0,9,1902,Tugs,2304,131,21
R2748,BAR,PARANAGUA,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES",0,44,7764,Offshore Ships,2706,127,17
R2749,BATUMI,MONTEVIDEO,GEORGIA,URUGUAY,0,"TEKIRDAG (ASYAPORT),SINES",0,50,7975,Heavy Lift Ships,2948,121,15
R2750,CONSTANTA,MONTEVIDEO,ROMANIA,URUGUAY,0,"TEKIRDAG (ASYAPORT),SINES",0,42,7575,Panamax Ship,1073,112,39
R2751,NOVOROSSIYSK,MONTEVIDEO,RUSSIAN FEDERATION,URUGUAY,0,"TEKIRDAG (ASYAPORT),SINES",0,45,7838,Tanker,1426,141,36
R2752,ALEXANDRIA EL DEKHEILA,MONTEVIDEO,EGYPT,URUGUAY,0,"LA SPEZIA,SINES",0,43,7754,Canoe,2775,135,18
R2753,VARNA,MONTEVIDEO,BULGARIA,URUGUAY,0,"TEKIRDAG (ASYAPORT),SINES",0,46,7530,Hovercraft,2545,132,20
R2754,POTI,MONTEVIDEO,GEORGIA,URUGUAY,0,"TEKIRDAG (ASYAPORT),SINES",0,43,7968,Submarine,875,132,57
R2755,BEIRUT,MONTEVIDEO,LEBANON,URUGUAY,0,"TEKIRDAG (ASYAPORT),SINES",0,51,8324,Yacht,2805,140,19
R2756,CASABLANCA,COLOMBO,MOROCCO,SRI LANKA,0,ABIDJAN,0,43,9654,Sailboat,2970,129,16
R2757,CASABLANCA,HALDIA,MOROCCO,INDIA,0,"ABIDJAN,COLOMBO",0,48,10818,Gas carrier,1192,138,44
R2758,CASABLANCA,CHATTOGRAM,MOROCCO,BANGLADESH,0,"ABIDJAN,COLOMBO",0,54,10960,High-speed craft,1491,115,28
R2759,CASABLANCA,VISAKHAPATNAM,MOROCCO,INDIA,0,"ABIDJAN,COLOMBO",0,51,10531,Livestock carrier,1247,117,34
R2760,CASABLANCA,TUTICORIN,MOROCCO,INDIA,0,"ABIDJAN,COLOMBO",0,50,9794,Project cargo ship,1069,125,41
R2761,LAS PALMAS,TUTICORIN,SPAIN,INDIA,0,"LONDON GATEWAY PORT,COLOMBO",0,55,12374,Barge,971,114,44
R2762,AGADIR,NAVEGANTES,MOROCCO,BRAZIL,0,"LAS PALMAS,RIO DE JANEIRO",0,45,4239,Dredgers,2063,127,23
R2763,AGADIR,NEW MANGALORE,MOROCCO,INDIA,0,"LAS PALMAS,LONDON GATEWAY PORT,COLOMBO",0,56,13080,Tugs,646,149,83
R2764,SKIKDA,NAVEGANTES,ALGERIA,BRAZIL,0,"VALENCIA,RIO DE JANEIRO",0,25,5394,Corvette,977,126,46
R2765,BARI,CARTAGENA,ITALY,COLOMBIA,0,"GIOIA TAURO,SINES",0,42,5581,Reefer Vessel,934,120,48
R2766,BARI,CALLAO,ITALY,PERU,0,"GIOIA TAURO,SINES",0,51,7376,Frigate,2203,140,24
R2767,BARI,CORONEL,ITALY,CHILE,0,"GIOIA TAURO,SINES",0,58,8681,Offshore Ships,2270,138,22
R2768,BARI,SAN ANTONIO,ITALY,CHILE,0,"GIOIA TAURO,SINES",0,55,8531,Panamax Ship,523,122,81
R2769,DURRES,CALLAO,ALBANIA,PERU,0,"GIOIA TAURO,SINES",0,51,7341,Bulk carrier,2973,130,17
R2770,DURRES,CORONEL,ALBANIA,CHILE,0,"GIOIA TAURO,SINES",0,58,8646,Tank,3063,145,17
R2771,DURRES,SAN ANTONIO,ALBANIA,CHILE,0,"GIOIA TAURO,SINES",0,55,8496,Barge,1124,135,43
R2772,DURRES,VALPARAISO,ALBANIA,CHILE,0,"GIOIA TAURO,SINES",0,59,9170,Dredgers,728,114,58
R2773,BARCELONA,PUERTO SEGURO FLUVIAL (VILLETA),SPAIN,PARAGUAY,0,"SINES,MONTEVIDEO",0,44,6865,Tugs,2755,136,18
R2774,BARCELONA,TERPORT VILLETA,SPAIN,PARAGUAY,0,"SINES,MONTEVIDEO",0,44,6853,Corvette,737,125,63
R2775,DAMIETTA,NAPIER,EGYPT,NEW ZEALAND,0,"VALENCIA,BARCELONA,SINGAPORE",0,67,20260,Reefer Vessel,3237,132,15
R2776,DAMIETTA,TAURANGA,EGYPT,NEW ZEALAND,0,"VALENCIA,BARCELONA,SINGAPORE",0,69,20540,Frigate,581,121,78
R2777,CASABLANCA,KAKINADA,MOROCCO,INDIA,0,"ABIDJAN,COLOMBO",0,52,10535,Offshore Ships,3357,138,14
R2778,SAMSUN,PUERTO SEGURO FLUVIAL (VILLETA),TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,54,8601,Panamax Ship,2957,129,16
R2779,SAMSUN,TERPORT VILLETA,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,54,8589,Bulk carrier,1093,132,45
R2780,SAMSUN,CAACUPEMI PILAR,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,54,8482,Tank,1422,105,28
R2781,SAMSUN,CAACUPEMI ASUNCION,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,54,8602,Tank,1013,152,52
R2782,TRABZON,CAACUPEMI ASUNCION,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,60,8803,Barge,1318,131,38
R2783,TRABZON,PUERTO SEGURO FLUVIAL (VILLETA),TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,60,8802,Dredgers,1601,137,32
R2784,TRABZON,TERPORT VILLETA,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,60,8790,Tugs,3009,124,15
R2785,TRABZON,CAACUPEMI PILAR,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,60,8683,Corvette,1162,120,38
R2786,ANTALYA,CAACUPEMI ASUNCION,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,58,8719,Reefer Vessel,2919,131,18
R2787,ANTALYA,PUERTO SEGURO FLUVIAL (VILLETA),TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,58,8718,Frigate,894,121,50
R2788,ANTALYA,TERPORT VILLETA,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,58,8706,Offshore Ships,3087,138,17
R2789,ANTALYA,CAACUPEMI PILAR,TURKIYE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,58,8599,Panamax Ship,3173,122,14
R2790,LEGHORN,TERPORT VILLETA,ITALY,PARAGUAY,0,"RIO DE JANEIRO,MONTEVIDEO",0,52,7119,Bulk carrier,2909,105,14
R2791,LEGHORN,PUERTO SEGURO FLUVIAL (VILLETA),ITALY,PARAGUAY,0,"RIO DE JANEIRO,MONTEVIDEO",0,52,7131,Tank,1323,102,28
R2792,GENOA,PUERTO SEGURO FLUVIAL (VILLETA),ITALY,PARAGUAY,0,"RIO DE JANEIRO,MONTEVIDEO",0,49,7053,Barge,1011,124,46
R2793,GENOA,TERPORT VILLETA,ITALY,PARAGUAY,0,"RIO DE JANEIRO,MONTEVIDEO",0,49,7041,Dredgers,2286,140,23
R2794,NAPLES,PUERTO SEGURO FLUVIAL (VILLETA),ITALY,PARAGUAY,0,"LEGHORN,RIO DE JANEIRO,MONTEVIDEO",0,56,7440,Tugs,2765,123,17
R2795,NAPLES,TERPORT VILLETA,ITALY,PARAGUAY,0,"LEGHORN,RIO DE JANEIRO,MONTEVIDEO",0,56,7428,Corvette,3005,113,13
R2796,NAPLES,CAACUPEMI PILAR,ITALY,PARAGUAY,0,"LEGHORN,RIO DE JANEIRO,MONTEVIDEO",0,56,7321,Reefer Vessel,2102,118,22
R2797,NAPLES,CAACUPEMI ASUNCION,ITALY,PARAGUAY,0,"LEGHORN,RIO DE JANEIRO,MONTEVIDEO",0,56,7441,Frigate,1103,125,41
R2798,VALENCIA,PUERTO SEGURO FLUVIAL (VILLETA),SPAIN,PARAGUAY,0,"SINES,MONTEVIDEO",0,42,6738,Offshore Ships,2056,129,22
R2799,VALENCIA,TERPORT VILLETA,SPAIN,PARAGUAY,0,"SINES,MONTEVIDEO",0,42,6726,Panamax Ship,2965,128,17
R2800,AUGUSTA PORT OF CATANIA,PAPEETE,ITALY,FRENCH POLYNESIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,88,18788,Bulk carrier,1877,121,25
R2801,AUGUSTA PORT OF CATANIA,PAPEETE,ITALY,FRENCH POLYNESIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,81,18788,Bulk carrier,3161,132,15
R2802,AUGUSTA PORT OF CATANIA,TUTICORIN,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,67,14017,Tank,2065,96,17
R2803,AUGUSTA PORT OF CATANIA,NHAVA SHEVA,ITALY,INDIA,0,GIOIA TAURO,0,55,12980,Container Shipo,2908,149,19
R2804,AUGUSTA PORT OF CATANIA,VISAKHAPATNAM,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,68,14754,Reefer ship,2535,127,18
R2805,AUGUSTA PORT OF CATANIA,KAKINADA,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,69,14758,Project cargo ship,1188,151,47
R2806,AUGUSTA PORT OF CATANIA,COLOMBO,ITALY,SRI LANKA,0,GIOIA TAURO,0,60,13877,Barge,1499,128,32
R2807,AUGUSTA PORT OF CATANIA,HALDIA,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,15041,Dredgers,1269,134,40
R2808,AUGUSTA PORT OF CATANIA,KARACHI-MUHAMMAD BIN QASIM,ITALY,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,61,11727,Tugs,3088,125,15
R2809,AUGUSTA PORT OF CATANIA,CHATTOGRAM,ITALY,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,71,15183,Corvette,758,116,55
R2810,AUGUSTA PORT OF CATANIA,KARACHI,ITALY,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,63,11743,Reefer Vessel,3500,116,12
R2811,AUGUSTA PORT OF CATANIA,MUNDRA,ITALY,INDIA,0,GIOIA TAURO,0,53,11487,Frigate,1531,131,30
R2812,BAR,NHAVA SHEVA,MONTENEGRO,INDIA,0,GIOIA TAURO,0,53,13269,Offshore Ships,2215,119,19
R2813,BAR,TUTICORIN,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,14306,Heavy Lift Ships,1424,152,39
R2814,BAR,VISAKHAPATNAM,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,66,15043,Panamax Ship,2750,127,18
R2815,BAR,PAPEETE,MONTENEGRO,FRENCH POLYNESIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,86,19077,Tanker,2525,141,21
R2816,BAR,PARADIP GARH,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,68,15230,Canoe,1219,138,44
R2817,BAR,KAKINADA,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,67,15047,Hovercraft,1662,123,30
R2818,BAR,COLOMBO,MONTENEGRO,SRI LANKA,0,GIOIA TAURO,0,58,14166,Submarine,1209,116,36
R2819,BAR,MUNDRA,MONTENEGRO,INDIA,0,GIOIA TAURO,0,51,11776,Yacht,2833,124,17
R2820,BAR,HALDIA,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,63,15330,Sailboat,3143,116,14
R2821,BAR,CHATTOGRAM,MONTENEGRO,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,69,15472,Gas carrier,3481,122,13
R2822,BAR,KARACHI,MONTENEGRO,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,61,12032,High-speed craft,2181,128,23
R2823,BAR,KARACHI-MUHAMMAD BIN QASIM,MONTENEGRO,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,59,12016,Passenger ship,692,135,74
R2824,ALGECIRAS,CAACUPEMI ASUNCION,SPAIN,PARAGUAY,0,"SINES,MONTEVIDEO",0,43,6352,Roll-on/roll-off,2522,127,18
R2825,ISTANBUL,CAACUPEMI ASUNCION,TURKIYE,PARAGUAY,0,"SINES,MONTEVIDEO",0,53,8315,Naval ship,2248,125,19
R2826,TARTUS,CAACUPEMI ASUNCION,SYRIAN ARAB REPUBLIC,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,63,9072,Livestock carrier,1349,125,34
R2827,TARTUS,CAACUPEMI PILAR,SYRIAN ARAB REPUBLIC,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,63,8952,Bulk carrier,2884,119,15
R2828,ALEXANDRIA EL DEKHEILA,PUERTO SEGURO FLUVIAL (VILLETA),EGYPT,PARAGUAY,0,"LA SPEZIA,SINES,MONTEVIDEO",0,56,8591,Tank,785,135,60
R2829,TARTUS,PUERTO SEGURO FLUVIAL (VILLETA),SYRIAN ARAB REPUBLIC,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,63,9071,Container Shipo,3126,130,15
R2830,ALEXANDRIA EL DEKHEILA,TERPORT VILLETA,EGYPT,PARAGUAY,0,"LA SPEZIA,SINES,MONTEVIDEO",0,56,8579,Reefer ship,701,143,71
R2831,TARTUS,TERPORT VILLETA,SYRIAN ARAB REPUBLIC,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,63,9059,Project cargo ship,2351,132,22
R2832,ALIAGA,CAACUPEMI ASUNCION,TURKIYE,PARAGUAY,0,"SINES,MONTEVIDEO",0,48,7985,Barge,2443,124,20
R2833,BEIRUT,CAACUPEMI ASUNCION,LEBANON,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,64,9162,Dredgers,743,136,67
R2834,CONSTANTA,CAACUPEMI ASUNCION,ROMANIA,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,55,8413,Tugs,2467,120,17
R2835,GEMLIK,CAACUPEMI ASUNCION,TURKIYE,PARAGUAY,0,"SINES,MONTEVIDEO",0,52,8270,Corvette,2374,135,21
R2836,NOVOROSSIYSK,CAACUPEMI ASUNCION,RUSSIAN FEDERATION,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,58,8676,Reefer Vessel,2724,122,17
R2837,ODESA,CAACUPEMI ASUNCION,UKRAINE,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,56,8569,Frigate,3062,140,17
R2838,POTI,CAACUPEMI ASUNCION,GEORGIA,PARAGUAY,0,"TEKIRDAG (ASYAPORT),SINES,MONTEVIDEO",0,56,8806,Offshore Ships,2954,123,15
R2839,SAMSUN,CALLAO,TURKIYE,PERU,0,"TEKIRDAG (ASYAPORT),SINES",0,42,8260,Heavy Lift Ships,1968,127,24
R2840,SAMSUN,CORONEL,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),SINES",0,49,9565,Panamax Ship,2785,117,16
R2841,TRABZON,CALLAO,TURKIYE,PERU,0,"TEKIRDAG (ASYAPORT),SINES",0,48,8461,Tanker,1266,113,35
R2842,TRABZON,CORONEL,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),SINES",0,55,9766,Canoe,1547,125,29
R2843,ANTALYA,CALLAO,TURKIYE,PERU,0,"TEKIRDAG (ASYAPORT),SINES",0,46,8377,Hovercraft,1534,111,27
R2844,ANTALYA,CORONEL,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),SINES",0,53,9682,Submarine,2129,127,21
R2845,ANTALYA,CARTAGENA,TURKIYE,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,37,6582,Yacht,602,131,79
R2846,LIMASSOL,CALLAO,CYPRUS,PERU,0,"GIOIA TAURO,SINES",0,34,7970,Sailboat,562,128,84
R2847,LIMASSOL,MANAUS,CYPRUS,BRAZIL,0,"GIOIA TAURO,SINES,CRISTOBAL",0,46,8571,Gas carrier,1484,133,33
R2848,LIMASSOL,VILA DO CONDE,CYPRUS,BRAZIL,0,"GIOIA TAURO,SINES,CRISTOBAL",0,54,8807,High-speed craft,2622,133,19
R2849,LIMASSOL,TAURANGA,CYPRUS,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,67,19028,Tank,3072,135,17
R2850,LIMASSOL,BLUFF,CYPRUS,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,62,18136,Container Shipo,884,134,58
R2851,LIMASSOL,NAPIER,CYPRUS,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,65,18748,Reefer ship,2169,116,19
R2852,BEIRUT,BLUFF,LEBANON,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,64,18231,Reefer ship,2710,134,19
R2853,BEIRUT,NAPIER,LEBANON,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,67,18843,Project cargo ship,2149,135,23
R2854,BEIRUT,TAURANGA,LEBANON,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,69,19123,Barge,3058,130,16
R2855,LIMASSOL,CARTAGENA,CYPRUS,COLOMBIA,0,"GIOIA TAURO,SINES",0,46,6175,Dredgers,3191,125,14
R2856,LIMASSOL,CALLAO,CYPRUS,PERU,0,"GIOIA TAURO,SINES",0,55,7970,Tugs,2940,105,13
R2857,LIMASSOL,CORONEL,CYPRUS,CHILE,0,"GIOIA TAURO,SINES",0,62,9275,Corvette,2424,126,18
R2858,LIMASSOL,SAN ANTONIO,CYPRUS,CHILE,0,"GIOIA TAURO,SINES",0,59,9125,Reefer Vessel,2190,120,19
R2859,LIMASSOL,VALPARAISO,CYPRUS,CHILE,0,"GIOIA TAURO,SINES",0,63,9799,Frigate,1911,110,21
R2860,LIMASSOL,BUENOS AIRES,CYPRUS,ARGENTINA,0,"GIOIA TAURO,SINES",0,52,7557,Offshore Ships,2931,132,16
R2861,LIMASSOL,RIO GRANDE,CYPRUS,BRAZIL,0,"GIOIA TAURO,SINES",0,56,7853,Panamax Ship,2125,129,22
R2862,BEIRUT,ADELAIDE,LEBANON,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,64,16351,Bulk carrier,1310,123,36
R2863,BEIRUT,FREMANTLE,LEBANON,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,70,17712,Tank,1385,133,34
