RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
423,PortB,PortX,1,4,5,27,0,27,1599,14,regular,congested areas,731,517858,984054,compliant,no,in place,hazardous,bulk carrier,10,402930,39394.725,50.78140150652055,Medium
424,PortB,PortZ,0,2,1,27,0,14,1406,13,regular,clear,684,519837,861218,compliant,no,not in place,hazardous,container,19,303369,39480.575,50.92418665686492,Medium
425,PortB,PortY,1,3,6,86,2,11,1478,16,irregular,clear,949,380475,1141140,compliant,yes,not in place,non-hazardous,container,18,198704,29100.325,33.65982373476723,Medium
426,PortA,PortX,0,1,4,95,1,21,2028,16,irregular,clear,989,368133,932961,compliant,no,not in place,hazardous,container,12,381085,28321.664999999997,32.36476158954716,Medium
427,PortC,PortX,0,4,3,71,0,17,1199,17,irregular,congested areas,680,442059,892612,non-compliant,no,not in place,non-hazardous,container,8,192132,33597.034999999996,41.13872196895483,Medium
428,PortB,PortX,0,4,0,23,1,15,1550,13,regular,clear,924,454021,811261,compliant,yes,not in place,non-hazardous,container,3,328749,34629.37,42.85569469092047,Medium
429,PortB,PortY,0,2,5,20,2,22,1593,14,irregular,congested areas,668,308915,990316,compliant,no,not in place,non-hazardous,bulk carrier,11,467894,23708.57,24.69229259562946,Low
430,PortA,PortZ,1,3,1,95,2,20,1717,11,regular,clear,747,328359,978066,non-compliant,no,in place,hazardous,bulk carrier,14,409675,25213.155,27.194708383991433,Low
431,PortA,PortY,0,2,0,26,2,17,1519,14,irregular,congested areas,615,251593,1008263,compliant,yes,in place,non-hazardous,container,8,147634,19378.524999999998,17.490590483540203,Low
432,PortA,PortX,0,2,6,60,0,14,1561,16,irregular,congested areas,906,401227,795912,compliant,yes,not in place,hazardous,bulk carrier,12,370045,30668.649999999998,36.26825146818394,Medium
433,PortB,PortZ,0,4,6,23,1,23,1421,14,irregular,congested areas,704,419234,709822,compliant,no,not in place,hazardous,bulk carrier,10,318083,31947.3,38.39489366373224,Medium
434,PortC,PortY,0,2,3,66,1,22,1553,16,irregular,congested areas,764,253137,1043838,non-compliant,yes,in place,hazardous,bulk carrier,3,222628,19533.989999999998,17.74915883995589,Low
435,PortA,PortZ,1,1,2,15,1,19,1431,14,irregular,clear,800,332759,1172696,compliant,no,not in place,non-hazardous,bulk carrier,12,383502,25481.405,27.640860004024933,Low
436,PortA,PortX,0,2,2,66,2,27,1624,15,irregular,clear,796,257260,796046,non-compliant,no,not in place,hazardous,container,14,300826,19868.98,18.306311985137704,Low
437,PortA,PortY,1,1,4,13,0,15,1426,12,regular,congested areas,784,293168,1188416,compliant,yes,in place,hazardous,bulk carrier,12,301446,22505.945,22.692094675619085,Low
438,PortC,PortZ,1,4,1,20,2,13,1575,15,regular,clear,921,412201,992586,non-compliant,yes,in place,hazardous,bulk carrier,20,362404,31498.829999999998,37.64900133554427,Medium
439,PortB,PortY,1,3,1,83,2,17,1494,9,regular,congested areas,864,305692,948940,non-compliant,yes,not in place,non-hazardous,container,10,287411,23480.225,24.312510706807284,Low
440,PortB,PortX,0,1,6,20,1,19,1725,14,regular,clear,962,343912,890367,non-compliant,yes,not in place,non-hazardous,container,9,359573,26423.124999999996,29.20712245926423,Low
441,PortB,PortZ,0,3,4,88,2,20,1489,11,regular,clear,699,234348,742322,compliant,no,in place,non-hazardous,container,22,290667,18095.17,15.356122963211826,Low
442,PortA,PortX,0,3,0,17,1,19,1145,17,irregular,clear,941,379766,1098159,compliant,yes,not in place,non-hazardous,container,5,296153,28963.57,33.43237372620179,Medium
443,PortB,PortZ,0,1,2,93,0,21,1752,16,regular,congested areas,919,368922,833659,non-compliant,yes,in place,hazardous,container,8,449292,28297.335,32.324296094988306,Medium
444,PortA,PortX,1,4,2,68,1,14,1318,15,regular,clear,813,314656,833028,non-compliant,no,in place,non-hazardous,container,13,459467,24097.26,25.3387592244862,Low
445,PortC,PortX,1,0,6,30,0,25,1369,18,regular,congested areas,877,343835,1098788,compliant,no,not in place,hazardous,container,17,179134,26313.100000000002,29.024129609332512,Low
446,PortC,PortY,0,3,1,74,1,19,1380,13,regular,clear,761,385658,667552,non-compliant,no,in place,non-hazardous,container,16,424707,29428.104999999996,34.204985255790824,Medium
447,PortB,PortX,0,3,6,33,2,24,1774,18,regular,congested areas,756,309303,721460,compliant,no,in place,hazardous,bulk carrier,6,489859,23800.905,24.845863554942763,Low
448,PortA,PortY,0,4,1,39,2,21,1072,16,regular,clear,850,257185,947279,compliant,no,in place,non-hazardous,container,20,505737,19734.38,18.082446158272813,Low
449,PortA,PortX,0,4,4,93,0,21,2127,14,regular,congested areas,965,514547,993992,non-compliant,no,not in place,non-hazardous,bulk carrier,14,402037,39323.39,50.662757607862254,Medium
450,PortB,PortX,0,2,3,66,0,22,1711,17,regular,congested areas,696,311551,1022710,non-compliant,no,not in place,non-hazardous,container,7,244260,23940.535000000003,25.07809524443122,Low
451,PortC,PortX,0,4,0,89,0,21,1544,12,regular,congested areas,617,362909,904730,compliant,no,not in place,hazardous,container,8,412998,27734.87,31.388808039211444,Medium
452,PortC,PortZ,0,3,5,82,1,22,1489,13,irregular,clear,926,444020,1329555,compliant,no,in place,hazardous,bulk carrier,12,263074,33866.625,41.5871022680968,Medium
453,PortC,PortY,1,1,3,26,1,25,1557,13,regular,congested areas,982,648109,915816,compliant,yes,in place,non-hazardous,container,22,315703,49201.88999999999,67.09261325931014,High
454,PortC,PortZ,1,0,3,68,0,20,1604,13,regular,clear,696,269856,915382,non-compliant,yes,not in place,non-hazardous,container,13,388308,20785.510000000002,19.830678599524663,Low
455,PortC,PortY,1,2,1,40,2,22,1629,12,irregular,congested areas,600,399462,830451,compliant,no,in place,non-hazardous,bulk carrier,22,269524,30495.204999999998,35.97977889507411,Medium
456,PortB,PortX,1,1,1,73,1,19,1611,17,irregular,congested areas,815,305163,968586,non-compliant,yes,in place,non-hazardous,bulk carrier,16,235359,23459.905,24.278714617640162,Low
457,PortB,PortZ,0,0,1,57,1,25,1517,14,regular,congested areas,731,326725,1042244,non-compliant,no,not in place,non-hazardous,bulk carrier,5,396577,25037.550000000003,26.90264331321425,Low
458,PortB,PortY,0,0,3,32,1,17,1460,15,regular,clear,859,319219,1130536,compliant,no,in place,non-hazardous,bulk carrier,19,536722,24483.190000000002,25.980635439656854,Low
459,PortC,PortX,0,0,6,79,0,27,1469,13,regular,clear,724,283663,726607,non-compliant,no,in place,hazardous,bulk carrier,7,474323,21794.479999999996,21.50879080852819,Low
460,PortC,PortY,0,1,0,39,0,19,1461,11,irregular,clear,681,367732,913100,non-compliant,no,in place,hazardous,bulk carrier,8,420718,28087.349999999995,31.97505043633877,Medium
461,PortB,PortY,0,2,6,64,0,14,1726,15,regular,clear,882,254435,1017005,non-compliant,yes,in place,hazardous,container,13,447918,19695.105,18.017124238881138,Low
462,PortB,PortX,1,2,1,16,0,20,1618,11,irregular,clear,770,446433,1038058,non-compliant,yes,in place,hazardous,container,11,413771,34047.88,41.888564381383546,Medium
463,PortC,PortZ,0,0,2,84,0,17,911,14,irregular,clear,658,374149,950982,compliant,no,in place,hazardous,container,16,394990,28425.535,32.53751748432025,Medium
464,PortA,PortX,1,1,6,21,2,23,1631,12,irregular,clear,631,405787,1031363,compliant,yes,not in place,hazardous,container,14,439861,30976.074999999997,36.77955868827266,Medium
465,PortB,PortZ,0,0,0,69,2,17,1538,18,irregular,congested areas,760,323363,828655,non-compliant,yes,not in place,non-hazardous,container,11,213163,24794.745,26.49881164834105,Low
466,PortC,PortY,1,4,2,61,0,18,1496,16,irregular,congested areas,883,339121,1183685,non-compliant,no,in place,non-hazardous,bulk carrier,20,369948,25992.11,28.490261171254037,Low
467,PortC,PortY,0,2,0,36,1,12,1422,15,regular,clear,705,390100,1098894,non-compliant,no,not in place,non-hazardous,bulk carrier,9,341905,29758.420000000002,34.75436297199349,Medium
468,PortB,PortY,1,3,1,21,0,18,1724,17,regular,clear,704,274770,748260,non-compliant,yes,not in place,non-hazardous,container,6,357890,21185.95,20.496687750414555,Low
469,PortA,PortZ,0,0,6,22,2,10,1689,13,irregular,clear,827,336553,788734,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,303862,25833.1,28.225796794361113,Low
470,PortC,PortX,0,4,5,81,2,13,1345,16,irregular,clear,787,301333,792961,compliant,no,in place,hazardous,container,11,402048,23099.425,23.67916667359664,Low
471,PortB,PortZ,0,2,4,89,1,23,1581,15,irregular,clear,669,292164,1051695,compliant,no,not in place,hazardous,bulk carrier,13,268207,22449.09,22.597533816879086,Low
472,PortC,PortY,0,1,1,71,2,23,1305,15,irregular,congested areas,917,196043,757290,compliant,yes,in place,hazardous,container,15,296614,15220.555,10.575082369651382,Low
473,PortC,PortY,1,2,3,38,0,21,1224,17,regular,clear,889,471376,900346,compliant,no,not in place,hazardous,container,11,284612,35843.93499999999,44.87575113970324,Medium
474,PortC,PortX,0,1,5,44,1,16,1374,16,irregular,clear,686,316896,1018205,non-compliant,no,not in place,hazardous,container,21,436394,24253.645,25.59885771879725,Low
475,PortC,PortZ,1,1,3,69,0,19,1672,15,irregular,clear,969,460511,940075,non-compliant,no,in place,non-hazardous,bulk carrier,13,348827,35156.66499999999,43.732688236067006,Medium
476,PortA,PortY,0,0,0,38,0,19,1690,11,regular,congested areas,961,450699,988833,compliant,yes,not in place,hazardous,bulk carrier,9,303916,34422.52,42.51166314346872,Medium
477,PortB,PortZ,1,0,3,40,1,15,1602,13,regular,congested areas,655,262752,790129,compliant,yes,in place,hazardous,container,14,312657,20242.914999999997,18.928238195900892,Low
478,PortB,PortZ,0,2,5,86,0,26,1645,14,regular,congested areas,712,280446,1039228,compliant,no,not in place,hazardous,bulk carrier,11,350388,21595.32,21.17754921804964,Low
479,PortB,PortX,0,4,5,85,2,23,1603,15,regular,congested areas,612,580451,858018,non-compliant,yes,not in place,non-hazardous,container,12,512217,44065.619999999995,58.55000307690773,Medium
480,PortB,PortX,1,2,1,70,0,19,1371,12,irregular,clear,617,501391,901307,non-compliant,no,not in place,non-hazardous,container,6,226347,38077.375,48.590393727765196,Medium
481,PortB,PortY,0,3,2,11,1,20,1586,19,irregular,congested areas,781,368356,985659,non-compliant,yes,not in place,non-hazardous,bulk carrier,7,417550,28186.905,32.14062965174395,Medium
482,PortA,PortX,0,1,1,42,1,20,1660,18,irregular,congested areas,712,390449,965461,compliant,yes,in place,non-hazardous,container,17,397186,29847.63,34.90273645204265,Medium
483,PortC,PortZ,1,1,0,81,1,11,1650,16,irregular,congested areas,828,312617,953597,compliant,yes,in place,non-hazardous,container,5,261703,24028.874999999996,25.22502174625324,Low
484,PortC,PortX,0,0,3,71,0,19,1737,15,irregular,congested areas,770,409422,837405,non-compliant,no,not in place,non-hazardous,container,11,496687,31301.11,37.32015474351065,Medium
485,PortB,PortZ,1,4,2,68,1,17,1641,14,irregular,congested areas,894,312821,905067,non-compliant,no,in place,hazardous,bulk carrier,13,403928,24058.085,25.273603624430983,Low
486,PortC,PortY,0,0,6,49,1,15,1570,13,irregular,clear,788,202373,950327,non-compliant,no,not in place,hazardous,container,19,299226,15733.274999999998,11.427834871509996,Low
487,PortC,PortZ,1,3,4,58,0,18,1714,15,irregular,congested areas,678,252478,743737,compliant,yes,in place,hazardous,container,9,164058,19506.795,17.70392829640767,Low
488,PortC,PortX,1,2,5,41,2,27,1494,15,irregular,congested areas,745,370333,880620,non-compliant,no,in place,non-hazardous,container,15,372914,28307.475,32.341160875704574,Medium
489,PortB,PortX,1,2,2,47,0,22,1323,12,regular,congested areas,781,276790,1008151,non-compliant,no,in place,non-hazardous,container,11,345525,21253.76,20.609468892462907,Low
490,PortB,PortY,1,4,6,88,1,17,1467,15,irregular,clear,885,356964,758384,compliant,no,not in place,non-hazardous,bulk carrier,1,246928,27323.25,30.704204386506184,Medium
491,PortA,PortX,0,0,2,96,1,22,1351,14,regular,clear,849,276309,1123487,non-compliant,no,in place,non-hazardous,container,12,245638,21237.234999999997,20.58198462211415,Low
492,PortB,PortY,0,0,1,97,0,25,1364,11,regular,clear,953,309254,1140441,non-compliant,yes,in place,hazardous,container,11,436850,23732.505,24.732101128809344,Low
493,PortA,PortY,1,3,6,22,2,23,1471,13,regular,clear,913,425974,763227,non-compliant,no,not in place,non-hazardous,bulk carrier,14,154430,32507.075,39.325907729358526,Medium
494,PortB,PortX,0,2,4,94,1,20,1341,14,regular,clear,795,388869,1153642,non-compliant,no,not in place,non-hazardous,bulk carrier,8,381428,29666.165,34.60092506814936,Medium
495,PortC,PortZ,0,0,5,63,1,17,1438,18,irregular,clear,922,365789,928462,compliant,yes,not in place,non-hazardous,bulk carrier,9,331256,27983.445,31.802236329797946,Medium
496,PortA,PortY,0,4,0,85,1,22,1121,16,regular,clear,670,440302,1012777,non-compliant,no,in place,non-hazardous,bulk carrier,18,399715,33444.55,40.88510992876544,Medium
497,PortA,PortZ,1,2,0,22,0,21,1542,12,regular,clear,847,404477,875502,compliant,yes,in place,non-hazardous,bulk carrier,10,320569,30897.249999999996,36.64845747131407,Medium
498,PortA,PortX,0,3,2,48,1,23,1500,15,irregular,congested areas,745,484691,1088456,non-compliant,yes,in place,hazardous,bulk carrier,2,379327,36884.034999999996,46.60563855814441,Medium
499,PortB,PortZ,0,4,6,32,2,22,1336,11,regular,congested areas,705,326997,1010914,compliant,yes,in place,non-hazardous,container,14,275722,25007.855,26.853254786254706,Low
500,PortA,PortZ,1,1,2,23,1,24,1631,17,irregular,clear,862,332883,827877,non-compliant,no,in place,non-hazardous,container,16,345079,25554.559999999998,27.762530914606664,Low
501,PortB,PortZ,0,3,3,26,1,17,1687,14,irregular,congested areas,895,265856,775219,non-compliant,yes,in place,hazardous,bulk carrier,16,398908,20546.54,19.43322528120442,Low
502,PortA,PortZ,1,4,4,33,2,25,1178,14,irregular,clear,669,333935,730954,compliant,yes,not in place,non-hazardous,container,8,365087,25482.914999999997,27.643371426005352,Low
503,PortB,PortX,1,0,5,67,1,20,1347,17,irregular,congested areas,792,446583,978191,non-compliant,yes,in place,non-hazardous,bulk carrier,12,388030,33995.899999999994,41.802111590295596,Medium
504,PortA,PortX,1,1,2,72,0,28,1346,12,regular,congested areas,667,466859,1035870,non-compliant,no,in place,hazardous,container,14,257207,35493.23499999999,44.292469226764766,Medium
505,PortC,PortZ,0,3,3,43,0,17,1312,12,irregular,clear,904,441371,1047644,compliant,yes,in place,hazardous,bulk carrier,16,290932,33617.41499999999,41.17261784972382,Medium
506,PortC,PortX,0,0,6,60,0,26,1665,13,regular,congested areas,651,221097,932302,non-compliant,yes,not in place,hazardous,bulk carrier,14,292666,17136.424999999996,13.761544640941496,Low
507,PortA,PortX,1,1,4,95,2,20,1461,17,regular,clear,969,452769,776450,non-compliant,yes,in place,hazardous,container,15,322351,34523.64499999999,42.679853572456175,Medium
508,PortB,PortY,1,2,5,19,1,17,1447,11,irregular,clear,962,227211,847688,non-compliant,no,not in place,hazardous,bulk carrier,8,485858,17601.745000000003,14.5354617773217,Low
509,PortB,PortX,1,0,0,81,0,18,1099,9,regular,congested areas,884,437578,1122852,non-compliant,yes,in place,hazardous,container,0,314582,33275.549999999996,40.60403025016092,Medium
510,PortB,PortZ,1,4,3,30,2,18,1627,14,irregular,clear,933,332359,877305,non-compliant,yes,not in place,hazardous,bulk carrier,17,235644,25528.01,27.718373130778556,Low
511,PortC,PortX,1,3,6,46,1,21,1252,16,regular,congested areas,608,426410,971512,compliant,no,not in place,hazardous,bulk carrier,7,404164,32423.275,39.186532125411446,Medium
512,PortC,PortX,1,1,4,16,2,22,1511,17,regular,congested areas,850,267637,788652,compliant,no,not in place,hazardous,container,11,484664,20628.364999999998,19.569316078256573,Low
513,PortC,PortX,0,0,3,99,0,17,1555,14,regular,clear,931,454887,1000487,non-compliant,no,in place,hazardous,bulk carrier,16,223878,34696.34,42.96707875054262,Medium
514,PortB,PortX,1,2,2,22,0,19,1772,14,regular,clear,897,260166,881347,non-compliant,yes,not in place,non-hazardous,container,12,547281,20141.255,18.759157958463415,Low
515,PortB,PortY,1,3,1,89,0,28,1238,17,irregular,clear,783,316099,1107006,compliant,yes,in place,hazardous,container,15,391517,24182.73,25.480912361352043,Low
516,PortB,PortZ,1,3,0,39,2,26,896,11,irregular,clear,778,292821,1066033,compliant,yes,not in place,hazardous,container,24,453389,22350.52,22.433592846937984,Low
517,PortA,PortZ,0,0,2,40,2,21,1536,14,regular,clear,797,234492,875644,compliant,yes,in place,hazardous,container,14,496707,18136.484999999997,15.424837797067122,Low
518,PortA,PortX,0,2,2,14,0,20,1860,15,regular,congested areas,727,379925,931000,compliant,no,not in place,hazardous,container,8,447261,29111.255,33.67800243824148,Medium
519,PortA,PortX,0,1,6,41,2,20,1747,15,regular,clear,619,511434,867332,compliant,yes,not in place,hazardous,bulk carrier,4,338946,38924.549999999996,49.999409566355595,Medium
520,PortC,PortY,0,0,6,25,0,22,1541,13,regular,congested areas,927,586940,737085,compliant,no,in place,non-hazardous,bulk carrier,15,471769,44597.58,59.434755419099794,Medium
521,PortC,PortX,1,1,4,82,0,15,1401,15,irregular,clear,664,376545,821383,non-compliant,yes,not in place,non-hazardous,container,12,375459,28729.364999999998,33.0428455242635,Medium
522,PortB,PortY,0,3,6,31,1,18,1661,10,regular,congested areas,781,462286,979732,non-compliant,yes,in place,non-hazardous,bulk carrier,5,459048,35249.479999999996,43.887057528195285,Medium
523,PortA,PortZ,1,1,3,73,2,13,1305,13,regular,congested areas,840,392066,998788,non-compliant,yes,not in place,hazardous,container,17,469987,29904.585,34.99746363011911,Medium
524,PortB,PortZ,1,2,0,53,0,21,1595,15,regular,congested areas,968,401956,972282,non-compliant,no,not in place,hazardous,bulk carrier,15,240910,30746.394999999997,36.39755643630885,Medium
525,PortA,PortY,1,4,2,49,0,22,1601,13,irregular,congested areas,623,344099,904740,non-compliant,no,in place,non-hazardous,container,11,429430,26340.809999999998,29.070216697463465,Low
