High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore
4.0,4.0,13,61.0,4,27.0,2098,9.0,1,0,2293,333690.0,1,1,0,0,1,13,514621,29
3.0,3.0,7,90.0,4,37.0,1970,14.0,0,1,2051,671052.0,0,1,1,0,1,10,600115,70
3.0,7.0,11,31.0,3,35.0,2283,10.0,1,1,1805,459667.0,1,1,1,0,0,11,645260,44
2.0,6.0,10,14.0,4,29.0,2110,9.0,1,1,1464,553659.0,0,1,0,2,0,6,587077,56
1.0,7.0,9,20.0,3,33.0,2048,13.0,0,1,2145,430460.0,0,0,1,2,1,17,676753,41
1.0,7.0,8,95.0,3,25.0,1713,15.0,1,1,2027,614475.0,0,0,1,2,0,3,731690,63
4.0,6.0,9,41.0,3,32.0,1901,14.0,1,0,1675,537171.0,0,1,1,2,1,13,386998,54
4.0,4.0,8,33.0,3,28.0,1989,16.0,0,1,2335,398126.0,0,1,1,0,0,7,701901,37
3.0,1.0,7,20.0,4,31.0,2010,16.0,0,1,1382,327601.0,1,1,0,0,1,22,679856,27
4.0,3.0,11,20.0,4,24.0,2132,10.0,1,1,1730,486718.0,1,1,0,2,0,15,432444,47
2.0,5.0,10,26.0,4,27.0,2041,11.0,1,1,1777,519589.0,1,1,1,2,0,11,596377,52
2.0,4.0,8,41.0,3,30.0,1793,8.0,0,0,2082,541697.0,1,0,1,2,0,6,613597,54
4.0,3.0,13,92.0,3,30.0,2118,9.0,1,0,1668,409828.0,1,1,1,2,1,16,441018,38
4.0,1.0,5,36.0,3,24.0,1907,14.0,0,1,2254,425693.0,1,0,0,0,0,-4,543891,40
4.0,7.0,5,41.0,4,26.0,1870,12.0,1,1,1440,327092.0,0,0,0,0,1,13,565639,27
4.0,5.0,13,70.0,3,31.0,1779,14.0,1,0,2019,427930.0,1,1,0,0,1,14,442006,40
4.0,5.0,11,34.0,4,31.0,1929,10.0,0,1,2315,345311.0,1,0,0,2,0,14,516108,30
2.0,7.0,6,73.0,4,32.0,1888,10.0,0,1,1587,427499.0,1,1,0,2,1,16,690117,40
1.0,1.0,14,73.0,3,30.0,2232,13.0,1,0,1654,512168.0,1,1,1,2,1,9,718332,51
2.0,3.0,9,37.0,3,25.0,1946,14.0,1,0,1642,497081.0,1,1,0,2,1,14,439641,49
2.0,7.0,8,49.0,3,28.0,2106,8.0,1,1,1448,410254.0,0,0,0,0,1,8,283526,38
4.0,2.0,5,23.0,3,32.0,1639,11.0,1,1,1509,505453.0,0,0,1,0,0,7,673735,50
1.0,3.0,13,51.0,3,25.0,2148,12.0,0,0,2435,604854.0,0,0,0,2,1,6,732241,62
4.0,7.0,10,48.0,4,25.0,2128,13.0,1,0,1953,459628.0,1,1,1,0,0,10,637676,44
2.0,7.0,10,11.0,4,28.0,1708,13.0,1,0,2275,373743.0,1,0,1,0,1,17,521299,33
1.0,4.0,8,90.0,3,31.0,1825,11.0,0,1,1835,534929.0,1,0,0,0,1,20,441627,53
3.0,4.0,6,10.0,3,22.0,1867,9.0,0,1,2372,567945.0,0,0,0,0,1,10,611677,58
4.0,3.0,12,41.0,3,29.0,1959,8.0,0,1,1630,427057.0,0,1,0,2,1,8,655467,40
3.0,6.0,12,92.0,4,32.0,1859,11.0,1,0,1664,419077.0,1,0,0,0,1,18,484019,39
3.0,4.0,7,73.0,4,32.0,1951,11.0,0,1,1310,320214.0,1,1,1,0,1,14,577505,26
3.0,2.0,11,87.0,4,25.0,2130,10.0,0,0,1808,438459.0,0,0,1,0,1,12,506528,41
3.0,6.0,11,40.0,4,31.0,1888,13.0,1,1,1879,407451.0,0,0,0,0,1,6,625393,38
1.0,2.0,9,67.0,3,33.0,2059,9.0,0,0,2413,345373.0,0,0,1,2,1,19,344115,30
4.0,5.0,9,91.0,4,32.0,2035,10.0,0,1,1921,450301.0,1,1,1,0,0,12,589667,43
1.0,4.0,12,87.0,4,28.0,1408,14.0,1,0,2200,475275.0,0,1,1,0,0,12,513405,46
4.0,7.0,8,23.0,3,20.0,1838,10.0,0,0,2017,471634.0,1,0,0,2,1,14,733206,46
4.0,6.0,5,97.0,3,30.0,2197,12.0,1,0,2355,453149.0,1,0,1,2,1,12,581198,44
4.0,3.0,5,78.0,4,36.0,1821,11.0,0,0,1626,602987.0,1,1,1,2,1,19,620774,62
1.0,6.0,13,25.0,3,33.0,1785,12.0,0,1,1373,497377.0,0,1,1,2,0,17,455684,49
2.0,7.0,8,78.0,3,33.0,2207,13.0,0,0,1550,528451.0,0,0,0,2,0,9,527857,53
3.0,5.0,5,63.0,3,30.0,2030,12.0,1,1,1749,624323.0,0,0,1,2,0,12,589450,65
2.0,2.0,6,22.0,4,33.0,2291,9.0,0,1,2205,554654.0,0,1,1,0,1,9,514057,56
2.0,5.0,14,89.0,4,31.0,1907,9.0,0,0,1654,454400.0,1,0,1,0,1,21,525773,43
2.0,1.0,11,88.0,3,23.0,2240,12.0,0,0,1832,330574.0,1,1,1,2,0,8,576296,28
3.0,4.0,6,40.0,3,33.0,1822,10.0,0,1,1595,439228.0,1,0,1,0,1,11,378674,41
2.0,3.0,5,78.0,4,26.0,1486,13.0,1,1,1597,591315.0,1,0,1,0,1,13,497558,60
3.0,2.0,14,30.0,4,30.0,2134,12.0,0,1,1601,559831.0,0,0,1,0,0,14,628879,57
3.0,5.0,13,39.0,3,32.0,2114,8.0,0,1,1811,446141.0,1,0,0,0,1,15,510635,42
3.0,3.0,9,32.0,3,27.0,2134,15.0,0,1,1884,482858.0,0,1,0,0,0,16,783657,47
4.0,4.0,8,47.0,4,26.0,1958,11.0,0,1,1673,488179.0,1,0,0,2,0,15,559074,48
4.0,7.0,8,38.0,3,31.0,2293,11.0,1,1,2417,418962.0,0,0,0,0,1,9,364797,39
2.0,3.0,5,86.0,4,25.0,2173,12.0,1,0,1431,435229.0,1,0,0,0,0,9,594387,41
4.0,4.0,7,41.0,3,29.0,2164,11.0,1,1,2209,420309.0,1,0,0,2,1,12,444407,39
30.0,5.0,27,20.0,5,51.0,2164,11.0,0,1,4389,640066.0,0,0,0,1,0,3,790257,68
39.0,7.0,25,54.0,5,39.0,2568,11.0,0,1,4717,527753.0,1,1,0,1,1,9,847178,54
47.0,9.0,19,73.0,5,45.0,2343,9.0,0,0,3146,588418.0,0,0,0,1,1,11,839022,61
49.0,12.0,11,53.0,5,36.0,2488,13.0,0,1,4817,470213.0,0,1,0,1,0,14,843724,47
40.0,13.0,23,90.0,5,43.0,2285,10.0,0,1,3714,666628.0,0,1,0,1,0,6,1075958,71
35.0,13.0,11,71.0,6,47.0,2500,9.0,1,1,4596,578289.0,1,0,0,1,0,15,805857,60
31.0,8.0,27,99.0,6,39.0,2596,10.0,0,1,5278,632747.0,0,1,1,1,0,9,763062,67
30.0,12.0,10,70.0,6,32.0,2626,8.0,1,0,5498,586021.0,1,0,0,1,0,9,1006699,61
36.0,9.0,22,99.0,5,42.0,2272,8.0,1,0,4523,642039.0,1,0,0,1,0,18,996394,68
28.0,7.0,15,21.0,5,39.0,2229,9.0,0,0,3906,583400.0,0,0,1,1,1,0,741777,60
38.0,9.0,26,91.0,5,43.0,2579,11.0,0,0,4646,657818.0,1,0,1,1,1,5,971342,70
35.0,6.0,26,18.0,5,38.0,2424,6.0,1,1,4724,625969.0,0,1,0,1,1,12,665332,66
36.0,10.0,20,76.0,5,49.0,2388,7.0,1,0,5030,622551.0,1,0,1,1,1,11,1137038,66
26.0,5.0,15,83.0,6,40.0,2476,8.0,0,0,5154,529402.0,0,0,0,1,0,3,1028283,54
35.0,10.0,29,11.0,5,43.0,2465,6.0,1,1,5140,560168.0,0,0,1,1,1,9,903193,58
37.0,9.0,12,17.0,6,36.0,2574,7.0,1,1,4659,535015.0,1,1,0,1,1,16,935857,55
35.0,13.0,23,52.0,6,35.0,2597,11.0,0,0,3828,709014.0,0,0,0,1,1,6,894371,76
33.0,11.0,15,27.0,6,34.0,2696,9.0,1,0,5187,651633.0,0,0,0,1,0,17,784096,69
45.0,10.0,26,61.0,5,34.0,2448,8.0,1,0,4337,601498.0,1,1,1,1,0,8,969566,63
40.0,11.0,12,48.0,6,42.0,2699,10.0,0,1,3010,554308.0,1,0,1,1,0,2,985615,57
29.0,14.0,26,40.0,5,37.0,2617,10.0,0,0,5495,525682.0,1,0,0,1,1,16,777274,54
36.0,9.0,28,23.0,5,34.0,2674,12.0,0,1,5442,602137.0,1,1,1,1,0,13,846799,63
27.0,5.0,27,73.0,6,37.0,2278,6.0,0,1,4528,733790.0,1,0,1,1,1,4,726681,79
40.0,13.0,14,53.0,6,42.0,2479,8.0,1,0,3377,592736.0,0,0,0,1,1,9,845235,61
43.0,9.0,24,69.0,6,42.0,2879,8.0,1,1,3360,687315.0,0,1,0,1,1,20,823238,73
41.0,8.0,12,11.0,5,43.0,2225,10.0,1,1,4571,620815.0,0,1,1,1,0,15,975248,65
35.0,10.0,17,41.0,5,38.0,2858,15.0,1,0,3641,645510.0,1,1,1,1,0,17,1010084,68
45.0,9.0,16,45.0,6,47.0,2849,11.0,1,1,3572,549108.0,1,0,0,1,0,6,743634,56
43.0,5.0,27,64.0,5,44.0,2646,9.0,0,1,4955,580580.0,0,0,1,1,1,18,926913,60
42.0,6.0,19,96.0,5,35.0,2230,7.0,1,1,4584,530433.0,1,1,1,1,0,4,937965,54
33.0,8.0,19,72.0,5,43.0,2456,7.0,1,0,3922,608127.0,0,0,1,1,0,5,675213,63
37.0,12.0,28,78.0,6,40.0,2658,11.0,0,1,5443,577851.0,0,1,0,1,0,16,946500,60
30.0,9.0,10,89.0,6,39.0,2234,8.0,1,1,5233,613900.0,1,0,1,1,1,5,702187,65
27.0,11.0,11,49.0,6,40.0,2635,9.0,1,1,4541,511127.0,1,1,1,1,1,19,798877,52
47.0,6.0,10,33.0,5,37.0,2521,13.0,0,0,4814,624453.0,1,1,0,1,1,5,759898,66
36.0,12.0,18,67.0,6,44.0,2386,6.0,0,0,5418,598156.0,1,1,1,1,1,7,692888,63
33.0,9.0,24,37.0,5,37.0,2276,10.0,1,0,4889,608968.0,1,0,0,1,0,17,960379,64
33.0,8.0,27,71.0,5,37.0,2791,8.0,0,0,4899,618939.0,1,1,0,1,0,8,755779,65
39.0,13.0,27,34.0,5,43.0,2655,13.0,1,0,4227,571510.0,0,1,0,1,1,15,810370,59
25.0,10.0,16,16.0,5,48.0,2467,8.0,1,0,5329,897003.0,1,0,0,1,0,6,849317,100
42.0,8.0,23,47.0,6,38.0,2506,11.0,0,0,4439,633690.0,0,1,0,1,1,10,924298,67
39.0,12.0,27,80.0,6,35.0,2446,6.0,1,1,4056,596065.0,0,0,0,1,0,15,753136,62
32.0,7.0,29,95.0,5,44.0,2138,13.0,0,1,5129,654295.0,0,1,1,1,0,7,898748,70
35.0,14.0,28,95.0,6,40.0,2757,11.0,0,0,4506,549644.0,1,1,0,1,0,17,826902,57
41.0,6.0,14,54.0,6,42.0,2543,8.0,1,0,5195,543109.0,0,1,1,1,1,10,749192,56
38.0,11.0,18,41.0,6,40.0,2690,10.0,1,0,4630,661632.0,1,1,0,1,0,12,952050,71
43.0,8.0,27,41.0,6,42.0,2409,11.0,0,1,3964,674023.0,1,1,0,1,0,6,1057845,72
47.0,8.0,22,10.0,6,41.0,2518,10.0,0,1,3991,688859.0,1,1,1,1,0,8,870394,74
48.0,14.0,14,83.0,6,37.0,2563,9.0,0,1,3494,475441.0,1,1,0,1,0,7,789103,47
29.0,13.0,29,54.0,6,42.0,2706,9.0,0,1,4193,578710.0,1,0,0,1,1,8,776429,60
26.0,6.0,24,73.0,6,42.0,2858,10.0,1,0,3702,622902.0,0,1,0,1,1,19,930642,65
39.0,5.0,28,77.0,6,38.0,2430,10.0,0,1,4030,650192.0,1,0,0,1,1,17,851352,69
43.0,11.0,29,16.0,6,39.0,2430,10.0,1,1,4403,629315.0,0,0,1,1,0,14,743767,66
49.0,12.0,20,47.0,6,36.0,2450,7.0,0,1,3825,515947.0,1,0,0,1,0,8,680681,52
40.0,7.0,18,79.0,5,41.0,2380,8.0,0,0,5481,635586.0,1,0,0,1,0,7,888121,67
37.0,6.0,25,62.0,5,41.0,3029,9.0,1,0,4057,611872.0,1,0,0,1,1,7,723466,64
31.0,8.0,20,84.0,6,39.0,2163,10.0,1,0,3562,615968.0,0,0,1,1,1,10,809743,64
41.0,6.0,11,82.0,6,35.0,3037,6.0,0,1,5185,512928.0,0,1,0,1,0,13,1012871,52
43.0,6.0,17,39.0,6,31.0,2627,10.0,1,1,3366,513587.0,0,1,0,1,1,15,766886,52
49.0,9.0,14,31.0,6,39.0,2483,11.0,1,1,5153,742746.0,0,1,1,1,1,12,955368,81
31.0,14.0,20,67.0,5,40.0,2332,10.0,1,0,3793,666282.0,1,1,0,1,0,14,747879,71
36.0,9.0,20,82.0,5,42.0,2491,10.0,1,0,3635,591835.0,1,1,1,1,1,16,937468,61
37.0,12.0,18,64.0,6,44.0,2387,9.0,0,1,4705,591704.0,0,0,1,1,0,10,907513,62
37.0,13.0,20,55.0,5,38.0,2776,10.0,1,1,3986,772767.0,0,0,1,1,1,17,898817,84
38.0,6.0,14,35.0,6,33.0,2626,9.0,0,0,3957,593083.0,0,0,1,1,1,7,789134,62
39.0,5.0,18,73.0,5,37.0,2834,9.0,0,1,3854,586341.0,0,1,1,1,1,14,913688,61
26.0,7.0,10,89.0,6,48.0,2441,9.0,0,1,5125,530900.0,1,1,0,1,1,12,887458,54
30.0,10.0,19,18.0,5,46.0,2528,9.0,0,1,4569,583246.0,1,1,0,1,0,12,1038794,61
33.0,9.0,17,96.0,5,41.0,2480,9.0,1,0,5256,454792.0,1,1,1,1,0,10,788404,45
39.0,12.0,28,24.0,5,38.0,2425,7.0,0,0,4434,640593.0,0,0,0,1,1,18,978599,68
44.0,12.0,25,28.0,6,39.0,2294,6.0,0,0,3007,688737.0,0,0,0,1,0,8,759937,73
40.0,6.0,22,25.0,5,46.0,2643,10.0,1,0,3736,692937.0,1,1,1,1,1,18,826120,74
26.0,13.0,14,34.0,6,40.0,2568,11.0,1,0,5274,533110.0,0,0,1,1,0,18,786149,55
27.0,8.0,27,60.0,5,38.0,2490,13.0,1,0,5222,406447.0,0,1,0,1,1,14,800455,39
47.0,5.0,18,86.0,5,45.0,2600,12.0,0,0,3080,618855.0,0,1,0,1,0,10,834262,65
44.0,6.0,13,55.0,6,32.0,2417,11.0,1,0,4158,705205.0,1,1,1,1,1,7,994174,76
47.0,10.0,23,16.0,6,35.0,2503,10.0,0,0,3237,466452.0,0,0,0,1,1,2,895664,46
45.0,9.0,16,43.0,6,36.0,2672,10.0,0,1,4495,568782.0,1,0,1,1,0,14,973407,59
32.0,11.0,21,67.0,5,44.0,2699,8.0,0,1,4049,621166.0,0,0,1,1,1,6,851457,65
32.0,13.0,16,87.0,6,37.0,2805,8.0,1,1,3186,531628.0,0,1,1,1,1,7,978273,54
45.0,10.0,20,32.0,6,32.0,2278,10.0,0,1,4905,455382.0,1,1,0,1,1,14,872700,45
31.0,10.0,24,32.0,6,37.0,2307,8.0,0,0,3629,529056.0,1,1,1,1,1,9,771074,53
35.0,6.0,16,26.0,5,38.0,2269,9.0,1,1,4732,552253.0,1,0,1,1,0,13,955600,57
46.0,11.0,29,22.0,6,39.0,2370,5.0,0,1,3814,449026.0,1,1,1,1,0,14,998390,44
37.0,6.0,26,36.0,6,40.0,2432,10.0,1,1,3613,681415.0,0,1,1,1,1,20,913831,73
32.0,11.0,14,75.0,5,43.0,2587,7.0,1,0,4186,720967.0,0,0,1,1,1,12,933087,78
33.0,12.0,17,39.0,6,38.0,2732,7.0,1,1,5225,601260.0,1,1,0,1,0,9,977915,63
40.0,5.0,19,13.0,5,37.0,2421,11.0,1,1,3984,649508.0,1,0,0,1,0,11,822995,69
29.0,13.0,15,76.0,6,40.0,2614,11.0,1,1,5327,470575.0,0,0,0,1,1,9,778205,47
47.0,12.0,11,23.0,6,40.0,2755,9.0,1,0,3797,582987.0,0,1,1,1,1,21,886269,60
38.0,13.0,14,20.0,6,37.0,2408,8.0,0,1,4077,554819.0,0,1,0,1,0,13,1022645,57
25.0,9.0,19,49.0,6,33.0,2443,11.0,1,0,3066,626930.0,1,1,1,1,1,14,880118,66
48.0,8.0,12,96.0,5,38.0,2513,8.0,0,0,3543,379807.0,1,1,0,1,0,18,912970,35
43.0,5.0,22,12.0,5,43.0,2164,9.0,0,1,4786,568548.0,0,0,0,1,0,7,857473,59
41.0,13.0,25,10.0,5,39.0,2602,12.0,0,0,3519,644244.0,1,0,1,1,0,4,879457,68
46.0,8.0,24,18.0,5,44.0,2259,10.0,0,0,3945,608915.0,0,0,0,1,1,11,797198,64
38.0,8.0,11,82.0,5,42.0,2657,9.0,1,1,4454,657873.0,1,0,0,1,0,4,904826,70
37.0,8.0,12,85.0,5,37.0,2413,9.0,0,0,4058,549018.0,1,0,0,1,0,9,937778,56
32.0,6.0,29,10.0,6,45.0,2397,10.0,1,1,5236,359121.0,0,0,1,1,1,1,699748,33
27.0,8.0,27,25.0,6,36.0,2304,10.0,0,1,4112,672905.0,0,0,0,1,0,5,699885,72
0.0,4.0,0,56.0,0,15.0,1470,13.0,1,1,749,411348.0,0,1,1,2,1,18,268396,37
1.0,1.0,2,48.0,0,17.0,1406,13.42867231638418,0,0,615,271966.0,0,1,1,2,1,10,371741,20
1.0,2.9627285513361463,2,96.0,2,20.0,1181,13.42867231638418,0,0,627,407410.6866197183,0,1,1,1,0,6,317337,40
0.0,2.9627285513361463,0,35.0,2,16.0,1602,13.42867231638418,0,0,772,407410.6866197183,0,0,1,2,1,15,378053,24
1.0,2.9627285513361463,0,10.0,2,18.0,1393,13.42867231638418,0,0,645,407410.6866197183,1,0,1,2,1,14,451609,28
1.0,2.9627285513361463,5,23.0,1,24.0,1266,13.42867231638418,0,0,927,407410.6866197183,1,0,1,2,0,23,243577,37
0.0,2.9627285513361463,1,55.486962649753345,2,17.0,925,13.42867231638418,0,0,835,407410.6866197183,1,1,0,1,1,7,449521,26
1.0,2.9627285513361463,3,55.486962649753345,1,23.422347153900212,1494,13.42867231638418,1,0,813,366862.0,1,0,1,2,1,13,277134,32
1.0,2.9627285513361463,0,55.486962649753345,1,23.422347153900212,1854,12.0,0,0,684,353067.0,1,0,1,1,1,13,564848,30
1.0,1.0,0,55.486962649753345,2,23.422347153900212,1832,14.0,0,0,881,385954.0,1,1,1,2,1,17,512097,34
3.7265680056377732,3.0,1,55.486962649753345,1,23.422347153900212,1408,14.0,1,0,831,176475.0,0,1,1,2,1,14,338691,8
3.7265680056377732,4.0,1,55.486962649753345,2,23.422347153900212,1379,19.0,0,0,684,216307.0,1,0,1,2,1,10,253641,13
3.7265680056377732,4.0,4,67.0,2,23.422347153900212,1593,13.42867231638418,1,1,664,411003.0,0,0,1,2,1,6,234513,37
3.7265680056377732,3.0,6,62.0,0,22.0,1300,13.42867231638418,0,1,733,454842.0,1,1,1,2,1,13,437362,43
3.7265680056377732,1.0,2,66.0,2,19.0,1560,13.42867231638418,0,0,750,294509.0,1,0,1,2,1,13,346959,23
3.7265680056377732,6.0,26,36.0,6,40.0,2432,13.42867231638418,1,0,3613,681415.0,1,1,1,2,1,20,913831,73
32.0,11.0,14,75.0,5,43.0,2587,13.42867231638418,1,0,4186,720967.0,1,0,1,2,1,12,933087,78
33.0,12.0,17,39.0,6,38.0,2732,13.42867231638418,1,0,5225,407410.6866197183,1,1,1,2,1,9,977915,63
3.7265680056377732,5.0,19,55.486962649753345,5,37.0,2421,11.0,1,0,3984,407410.6866197183,1,0,1,2,1,11,822995,69
3.7265680056377732,13.0,15,55.486962649753345,6,40.0,2614,11.0,1,0,5327,407410.6866197183,0,0,1,2,1,9,778205,47
3.7265680056377732,12.0,11,55.486962649753345,6,40.0,2755,9.0,1,0,3797,407410.6866197183,0,1,1,1,1,21,886269,60
3.7265680056377732,13.0,14,55.486962649753345,6,37.0,2408,8.0,0,1,4077,554819.0,0,1,1,1,1,13,1022645,57
43.0,5.0,22,12.0,5,43.0,2164,9.0,0,1,4786,568548.0,0,0,0,1,0,7,857473,59
41.0,13.0,25,10.0,5,39.0,2602,12.0,0,0,3519,644244.0,1,0,1,1,0,4,879457,68
46.0,8.0,24,18.0,5,44.0,2259,10.0,0,0,3945,608915.0,0,0,0,1,1,11,797198,64
38.0,8.0,11,82.0,5,42.0,2657,9.0,1,1,4454,657873.0,1,0,0,1,0,4,904826,70
37.0,8.0,12,85.0,5,37.0,2413,9.0,0,0,4058,549018.0,1,0,0,1,0,9,937778,56
32.0,6.0,29,10.0,6,45.0,2397,10.0,1,1,5236,359121.0,0,0,1,1,1,1,699748,33
27.0,8.0,27,25.0,6,36.0,2304,10.0,0,1,4112,672905.0,0,0,0,1,0,5,699885,72
