RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
460,PortC,PortY,0,1,0,39,0,19,1461,11,irregular,clear,681,367732,35979,913100,non-compliant,no,in place,hazardous,bulk carrier,8,420718,23650.74,30.92243332,Medium
461,PortB,PortY,0,2,6,64,0,14,1726,15,regular,clear,882,254435,31593,1017005,non-compliant,yes,in place,hazardous,container,13,447918,16826.37,17.38561573,Low
462,PortB,PortX,1,2,1,16,0,20,1618,11,irregular,clear,770,446433,29081,1038058,non-compliant,yes,in place,hazardous,container,11,413771,28223.815,39.99358306,Medium
463,PortC,PortZ,0,0,2,84,0,17,911,14,irregular,clear,658,374149,29938,950982,compliant,no,in place,hazardous,container,16,394990,23711.44,31.04283782,Medium
464,PortA,PortX,1,1,6,21,2,23,1631,12,irregular,clear,631,405787,39009,1031363,compliant,yes,not in place,hazardous,container,14,439861,26059.54,35.70052803,Medium
465,PortB,PortZ,0,0,0,69,2,17,1538,18,irregular,congested areas,760,323363,22740,828655,non-compliant,yes,not in place,non-hazardous,container,11,213163,20626.5,24.92355207,Low
466,PortC,PortY,1,4,2,61,0,18,1496,16,irregular,congested areas,883,339121,68400,1183685,non-compliant,no,in place,non-hazardous,bulk carrier,20,369948,22957.295,29.5469161,Low
467,PortC,PortY,0,2,0,36,1,12,1422,15,regular,clear,705,390100,40620,1098894,non-compliant,no,not in place,non-hazardous,bulk carrier,9,341905,25125.52,33.84780634,Medium
468,PortB,PortY,1,3,1,21,0,18,1724,17,regular,clear,704,274770,36763,748260,non-compliant,yes,not in place,non-hazardous,container,6,357890,18167.29,20.0454641,Low
469,PortA,PortZ,0,0,6,22,2,10,1689,13,irregular,clear,827,336553,36973,788734,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,303862,21893.995,27.43775464,Low
470,PortC,PortX,0,4,5,81,2,13,1345,16,irregular,clear,787,301333,42203,792961,compliant,no,in place,hazardous,container,11,402048,19845.52,23.37440046,Low
471,PortB,PortZ,0,2,4,89,1,23,1581,15,irregular,clear,669,292164,39947,1051695,compliant,no,not in place,hazardous,bulk carrier,13,268207,19265.04,22.22296056,Low
472,PortC,PortY,0,1,1,71,2,23,1305,15,irregular,congested areas,917,196043,36146,757290,compliant,yes,in place,hazardous,container,15,296614,13364.29,10.51823523,Low
473,PortC,PortY,1,2,3,38,0,21,1224,17,regular,clear,889,471376,39364,900346,compliant,no,not in place,hazardous,container,11,284612,29954.215,43.4260038,Medium
474,PortC,PortX,0,1,5,44,1,16,1374,16,irregular,clear,686,316896,49750,1018205,non-compliant,no,not in place,hazardous,container,21,436394,20992.705,25.64995616,Low
475,PortC,PortZ,1,1,3,69,0,19,1672,15,irregular,clear,969,460511,47191,940075,non-compliant,no,in place,non-hazardous,bulk carrier,13,348827,29664.73,42.85178147,Medium
476,PortA,PortY,0,0,0,38,0,19,1690,11,regular,congested areas,961,450699,45504,988833,compliant,yes,not in place,hazardous,bulk carrier,9,303916,29027.155,41.58708796,Medium
477,PortB,PortZ,1,0,3,40,1,15,1602,13,regular,congested areas,655,262752,40973,790129,compliant,yes,in place,hazardous,container,14,312657,17530.825,18.78297238,Low
478,PortB,PortZ,0,2,5,86,0,26,1645,14,regular,congested areas,712,280446,48460,1039228,compliant,no,not in place,hazardous,bulk carrier,11,350388,18842.43,21.38467154,Low
479,PortB,PortX,0,4,5,85,2,23,1603,15,regular,congested areas,612,580451,40157,858018,non-compliant,yes,not in place,non-hazardous,container,12,512217,36563.565,56.53630781,Medium
480,PortB,PortX,1,2,1,70,0,19,1371,12,irregular,clear,617,501391,34500,901307,non-compliant,no,not in place,non-hazardous,container,6,226347,31591.51,46.67374151,Medium
481,PortB,PortY,0,3,2,11,1,20,1586,19,irregular,congested areas,781,368356,59125,985659,non-compliant,yes,not in place,non-hazardous,bulk carrier,7,417550,24435.315,32.47871598,Medium
482,PortA,PortX,0,1,1,42,1,20,1660,18,irregular,congested areas,712,390449,53948,965461,compliant,yes,in place,non-hazardous,container,17,397186,25609.335,34.80750158,Medium
483,PortC,PortZ,1,1,0,81,1,11,1650,16,irregular,congested areas,828,312617,43485,953597,compliant,yes,in place,non-hazardous,container,5,261703,20644.17,24.95860228,Low
484,PortC,PortX,0,0,3,71,0,19,1737,15,irregular,congested areas,770,409422,29897,837405,non-compliant,no,not in place,non-hazardous,container,11,496687,26056.69,35.69487478,Medium
485,PortB,PortZ,1,4,2,68,1,17,1641,14,irregular,congested areas,894,312821,71029,905067,non-compliant,no,in place,hazardous,bulk carrier,13,403928,21496.64,26.64956143,Low
486,PortC,PortY,0,0,6,49,1,15,1570,13,irregular,clear,788,202373,36536,950327,non-compliant,no,not in place,hazardous,container,19,299226,13793.76,11.37013175,Low
487,PortC,PortZ,1,3,4,58,0,18,1714,15,irregular,congested areas,678,252478,46735,743737,compliant,yes,in place,hazardous,container,9,164058,17121.675,17.97138261,Low
488,PortC,PortX,1,2,5,41,2,27,1494,15,irregular,congested areas,745,370333,34175,880620,non-compliant,no,in place,non-hazardous,container,15,372914,23777.73,31.17433063,Medium
489,PortB,PortX,1,2,2,47,0,22,1323,12,regular,congested areas,781,276790,54886,1008151,non-compliant,no,in place,non-hazardous,container,11,345525,18748.49,21.19833219,Low
490,PortB,PortY,1,4,6,88,1,17,1467,15,irregular,clear,885,356964,37979,758384,compliant,no,not in place,non-hazardous,bulk carrier,1,246928,23108.16,29.84617185,Low
491,PortA,PortX,0,0,2,96,1,22,1351,14,regular,clear,849,276309,24695,1123487,non-compliant,no,in place,non-hazardous,container,12,245638,17833.45,19.38325921,Low
492,PortB,PortY,0,0,1,97,0,25,1364,11,regular,clear,953,309254,39234,1140441,non-compliant,yes,in place,hazardous,container,11,436850,20270.715,24.21781709,Low
493,PortA,PortY,1,3,6,22,2,23,1471,13,regular,clear,913,425974,53774,763227,non-compliant,no,not in place,non-hazardous,bulk carrier,14,154430,27730.685,39.01541059,Medium
494,PortB,PortX,0,2,4,94,1,20,1341,14,regular,clear,795,388869,40100,1153642,non-compliant,no,not in place,non-hazardous,bulk carrier,8,381428,25036.13,33.67049237,Medium
495,PortC,PortZ,0,0,5,63,1,17,1438,18,irregular,clear,922,365789,44193,928462,compliant,yes,not in place,non-hazardous,bulk carrier,9,331256,23822.4,31.26293803,Medium
496,PortA,PortY,0,4,0,85,1,22,1121,16,regular,clear,670,440302,34479,1012777,non-compliant,no,in place,non-hazardous,bulk carrier,18,399715,27874.39,39.30046377,Medium
497,PortA,PortZ,1,2,0,22,0,21,1542,12,regular,clear,847,404477,50402,875502,compliant,yes,in place,non-hazardous,bulk carrier,10,320569,26342.155,36.26112303,Medium
498,PortA,PortX,0,3,2,48,1,23,1500,15,irregular,congested areas,745,484691,17544,1088456,non-compliant,yes,in place,hazardous,bulk carrier,2,379327,30139.99,43.79450702,Medium
499,PortB,PortZ,0,4,6,32,2,22,1336,11,regular,congested areas,705,326997,54107,1010914,compliant,yes,in place,non-hazardous,container,14,275722,21726.11,27.10473803,Low
500,PortA,PortZ,1,1,2,23,1,24,1631,17,irregular,clear,862,332883,70371,827877,non-compliant,no,in place,non-hazardous,container,16,345079,22672.445,28.98188775,Low
501,PortB,PortZ,0,3,3,26,1,17,1687,14,irregular,congested areas,895,265856,33212,775219,non-compliant,yes,in place,hazardous,bulk carrier,16,398908,17555.06,18.83104492,Low
502,PortA,PortZ,1,4,4,33,2,25,1178,14,irregular,clear,669,333935,20874,730954,compliant,yes,not in place,non-hazardous,container,8,365087,21100.11,25.86300468,Low
503,PortB,PortX,1,0,5,67,1,20,1347,17,irregular,congested areas,792,446583,55776,978191,non-compliant,yes,in place,non-hazardous,bulk carrier,12,388030,28970.435,41.47457819,Medium
504,PortA,PortX,1,1,2,72,0,28,1346,12,regular,congested areas,667,466859,22520,1035870,non-compliant,no,in place,hazardous,container,14,257207,29165.95,41.86240166,Medium
505,PortC,PortZ,0,3,3,43,0,17,1312,12,irregular,clear,904,441371,37968,1047644,compliant,yes,in place,hazardous,bulk carrier,16,290932,28135.89,39.81917506,Medium
506,PortC,PortX,0,0,6,60,0,26,1665,13,regular,congested areas,651,221097,43463,932302,non-compliant,yes,not in place,hazardous,bulk carrier,14,292666,15123.86,14.00851758,Low
507,PortA,PortX,1,1,4,95,2,20,1461,17,regular,clear,969,452769,32630,776450,non-compliant,yes,in place,hazardous,container,15,322351,28711.01,40.95998286,Medium
508,PortB,PortY,1,2,5,19,1,17,1447,11,irregular,clear,962,227211,68739,847688,non-compliant,no,not in place,hazardous,bulk carrier,8,485858,16255.75,16.25373413,Low
509,PortB,PortX,1,0,0,81,0,18,1099,9,regular,congested areas,884,437578,60885,1122852,non-compliant,yes,in place,hazardous,container,0,314582,28538.43,40.61765324,Medium
510,PortB,PortZ,1,4,3,30,2,18,1627,14,irregular,clear,933,332359,51795,877305,non-compliant,yes,not in place,hazardous,bulk carrier,17,235644,22096.475,27.83939389,Low
511,PortC,PortX,1,3,6,46,1,21,1252,16,regular,congested areas,608,426410,36612,971512,compliant,no,not in place,hazardous,bulk carrier,7,404164,27125.485,37.81493611,Medium
512,PortC,PortX,1,1,4,16,2,22,1511,17,regular,congested areas,850,267637,25022,788652,compliant,no,not in place,hazardous,container,11,484664,17364.47,18.45299067,Low
513,PortC,PortX,0,0,3,99,0,17,1555,14,regular,clear,931,454887,40061,1000487,non-compliant,no,in place,hazardous,bulk carrier,16,223878,29074.865,41.68172549,Medium
514,PortB,PortX,1,2,2,22,0,19,1772,14,regular,clear,897,260166,35309,881347,non-compliant,yes,not in place,non-hazardous,container,12,547281,17298.035,18.32121023,Low
515,PortB,PortY,1,3,1,89,0,28,1238,17,irregular,clear,783,316099,30356,1107006,compliant,yes,in place,hazardous,container,15,391517,20351.925,24.37890521,Low
516,PortB,PortZ,1,3,0,39,2,26,896,11,irregular,clear,778,292821,57420,1066033,compliant,yes,not in place,hazardous,container,24,453389,19680.805,23.04767185,Low
517,PortA,PortZ,0,0,2,40,2,21,1536,14,regular,clear,797,234492,51762,875644,compliant,yes,in place,hazardous,container,14,496707,16171.965,16.08753823,Low
518,PortA,PortX,0,2,2,14,0,20,1860,15,regular,congested areas,727,379925,52713,931000,compliant,no,not in place,hazardous,container,8,447261,24993.77,33.58646709,Medium
519,PortA,PortX,0,1,6,41,2,20,1747,15,regular,clear,619,511434,51162,867332,compliant,yes,not in place,hazardous,bulk carrier,4,338946,32787.9,49.04690023,Medium
520,PortC,PortY,0,0,6,25,0,22,1541,13,regular,congested areas,927,586940,35448,737085,compliant,no,in place,non-hazardous,bulk carrier,15,471769,36856.92,57.11820667,Medium
521,PortC,PortX,1,1,4,82,0,15,1401,15,irregular,clear,664,376545,38653,821383,non-compliant,yes,not in place,non-hazardous,container,12,375459,24240.78,32.09283643,Medium
522,PortB,PortY,0,3,6,31,1,18,1661,10,regular,congested areas,781,462286,31046,979732,non-compliant,yes,in place,non-hazardous,bulk carrier,5,459048,29246.57,42.02231946,Medium
523,PortA,PortZ,1,1,3,73,2,13,1305,13,regular,congested areas,840,392066,49296,998788,non-compliant,yes,not in place,hazardous,container,17,469987,25502.475,34.59553412,Medium
524,PortB,PortZ,1,2,0,53,0,21,1595,15,regular,congested areas,968,401956,28167,972282,non-compliant,no,not in place,hazardous,bulk carrier,15,240910,25562.065,34.71373682,Medium
525,PortA,PortY,1,4,2,49,0,22,1601,13,irregular,congested areas,623,344099,43176,904740,non-compliant,no,in place,non-hazardous,container,11,429430,22474.605,28.58945241,Low
526,PortA,PortZ,1,2,4,46,2,18,1712,15,regular,congested areas,983,382196,37013,1089959,compliant,no,in place,hazardous,bulk carrier,22,331810,24673.67,32.95151686,Medium
527,PortB,PortX,1,1,0,87,1,26,2051,15,irregular,clear,682,411189,47183,959531,compliant,no,in place,hazardous,container,17,363819,26744.455,37.05912515,Medium
528,PortB,PortX,1,0,6,25,1,15,1578,14,irregular,congested areas,918,321858,42869,1055488,compliant,yes,not in place,non-hazardous,bulk carrier,7,362709,21181.25,26.02395395,Low
529,PortA,PortY,0,3,6,52,0,14,1398,15,regular,clear,784,361735,32046,683933,compliant,yes,in place,hazardous,container,17,358697,23176.46,29.9816517,Low
530,PortA,PortZ,0,4,3,93,2,20,1494,13,regular,congested areas,915,370443,40542,361639,compliant,yes,in place,hazardous,container,13,502352,24006.78,31.62867412,Medium
531,PortC,PortZ,0,0,6,72,1,24,1146,14,regular,clear,698,426780,61793,992568,compliant,yes,not in place,hazardous,bulk carrier,21,213355,27893.64,39.33864806,Medium
532,PortB,PortY,0,0,2,24,2,26,1361,16,irregular,congested areas,661,273605,44556,736285,non-compliant,yes,in place,hazardous,container,16,177765,18233.865,20.17752225,Low
533,PortB,PortY,0,2,5,53,2,18,1418,15,irregular,congested areas,885,353710,37724,918132,non-compliant,no,in place,hazardous,container,14,156670,22892.895,29.41917228,Low
534,PortB,PortZ,1,1,2,99,0,24,1395,13,regular,clear,621,525806,36997,904685,compliant,no,not in place,hazardous,bulk carrier,14,456914,33138.65,49.74264779,Medium
535,PortB,PortY,0,2,2,18,1,19,1530,15,irregular,clear,811,456757,35570,1188110,non-compliant,yes,not in place,hazardous,bulk carrier,6,272656,29023.85,41.58053216,Medium
536,PortA,PortX,0,1,6,74,0,19,1335,16,regular,congested areas,725,476095,34771,1009999,compliant,yes,not in place,non-hazardous,container,9,363218,30093.455,43.70220021,Medium
537,PortC,PortZ,0,2,0,53,1,23,1724,10,regular,congested areas,641,368880,44343,974878,non-compliant,yes,not in place,non-hazardous,container,13,338528,24029.885,31.67450519,Medium
538,PortB,PortY,1,0,6,29,1,22,1500,17,regular,clear,697,388747,25710,1075548,compliant,yes,not in place,hazardous,container,5,261362,24617.37,32.8398402,Medium
539,PortA,PortY,1,3,0,79,1,13,1498,14,regular,congested areas,630,451936,51162,1005274,compliant,no,in place,hazardous,container,14,435147,29156.945,41.84453935,Medium
540,PortA,PortY,1,1,0,83,1,25,1434,15,regular,congested areas,757,491683,42667,881348,non-compliant,yes,not in place,non-hazardous,bulk carrier,8,337253,31299.185,46.09388575,Medium
541,PortA,PortZ,0,4,0,42,1,25,1531,17,regular,clear,711,210183,32304,1110721,compliant,yes,not in place,non-hazardous,container,10,326226,14113.295,12.00396125,Low
542,PortA,PortX,0,4,4,89,2,17,1665,12,irregular,congested areas,846,263429,28301,783537,non-compliant,yes,not in place,non-hazardous,container,15,373287,17247.56,18.22108804,Low
543,PortA,PortX,0,0,1,15,0,21,1326,13,irregular,congested areas,721,475859,30187,998487,non-compliant,yes,in place,non-hazardous,bulk carrier,9,422077,29939.28,43.39637874,Medium
544,PortB,PortZ,0,2,6,92,2,21,1368,14,irregular,clear,872,340553,32958,717864,compliant,no,in place,non-hazardous,bulk carrier,14,254102,21945.75,27.54041584,Low
545,PortB,PortY,0,2,4,40,1,21,1439,13,regular,congested areas,893,318126,75730,980591,compliant,yes,in place,non-hazardous,container,12,437291,21904.655,27.45889982,Low
546,PortC,PortZ,1,0,2,75,0,17,1230,18,regular,clear,997,274416,37855,978948,compliant,no,in place,non-hazardous,bulk carrier,6,494985,18112.595,19.93697112,Low
547,PortB,PortZ,0,4,4,27,1,17,1336,13,regular,clear,806,315968,27347,1201468,non-compliant,no,not in place,hazardous,bulk carrier,16,207387,20280.205,24.23664145,Low
548,PortA,PortY,1,4,3,37,0,19,1404,13,irregular,congested areas,709,256701,38543,715253,non-compliant,yes,not in place,non-hazardous,bulk carrier,16,377829,17058.86,17.8467828,Low
549,PortC,PortZ,0,2,5,77,2,24,1674,15,regular,congested areas,877,533262,37654,859866,compliant,yes,not in place,non-hazardous,container,16,319507,33727.36,50.91041271,Medium
550,PortA,PortX,1,1,0,74,0,22,1552,12,irregular,clear,655,369201,38297,1073402,compliant,yes,in place,non-hazardous,container,21,419923,23826.895,31.27185431,Medium
551,PortA,PortZ,1,3,6,89,0,18,1538,14,regular,clear,974,356780,39427,1000297,compliant,yes,not in place,hazardous,container,9,228334,23175.26,29.97927138,Low
552,PortB,PortY,1,1,3,54,0,23,1670,15,irregular,congested areas,656,422690,46302,977045,compliant,yes,in place,hazardous,bulk carrier,2,512893,27306.75,38.17449329,Medium
553,PortA,PortZ,1,4,6,67,0,8,1472,14,regular,clear,890,436448,52046,806579,compliant,no,in place,hazardous,container,8,189210,28298.19,40.14111328,Medium
554,PortB,PortX,0,1,5,56,0,24,1578,14,regular,congested areas,713,441949,56240,861377,compliant,no,in place,non-hazardous,container,16,325571,28748.49,41.03432817,Medium
555,PortA,PortZ,0,3,3,75,1,13,1479,13,irregular,clear,980,455561,51238,1136756,compliant,no,not in place,non-hazardous,container,11,393429,29441.81,42.40959745,Medium
556,PortC,PortZ,0,1,6,61,0,18,1553,11,irregular,clear,984,313600,41481,942273,non-compliant,no,not in place,non-hazardous,bulk carrier,4,281366,20651.505,24.97315198,Low
557,PortA,PortZ,1,1,2,45,0,15,1383,15,irregular,clear,907,339453,77753,1006303,non-compliant,no,not in place,hazardous,container,3,265659,23232.45,30.09271345,Medium
558,PortB,PortZ,0,1,0,10,2,14,1012,18,regular,congested areas,940,430133,36838,932721,compliant,yes,not in place,hazardous,container,19,372223,27359.04,38.27821571,Medium
559,PortA,PortY,0,1,3,48,0,24,1473,15,irregular,clear,797,325697,41095,772537,compliant,yes,in place,hazardous,container,15,357775,21309.435,26.27822166,Low
560,PortB,PortX,0,0,2,96,2,18,1784,15,irregular,clear,920,367121,46729,1090071,non-compliant,no,not in place,hazardous,container,9,350593,24065.335,31.7448238,Medium
561,PortB,PortX,0,4,0,99,1,21,1685,16,regular,clear,778,403694,52980,1025484,compliant,yes,in place,hazardous,bulk carrier,21,435868,26394.915,36.36577775,Medium
562,PortC,PortX,1,3,1,84,0,19,1693,12,regular,clear,984,428342,53011,1295845,non-compliant,yes,in place,hazardous,container,25,310552,27917.455,39.38588748,Medium
563,PortB,PortZ,1,4,2,10,2,21,1747,18,irregular,congested areas,818,226883,32790,797662,non-compliant,no,in place,non-hazardous,container,17,381959,15205.89,14.17123225,Low
564,PortC,PortX,0,0,4,84,2,20,1517,15,regular,clear,876,422146,31614,1073385,compliant,no,in place,hazardous,bulk carrier,15,299339,26837.75,37.24418508,Medium
565,PortC,PortY,0,0,6,97,1,14,1539,18,irregular,congested areas,615,344555,38368,753268,non-compliant,no,in place,hazardous,bulk carrier,14,265067,22337.195,28.31688599,Low
566,PortA,PortZ,0,0,0,83,0,23,1376,13,irregular,clear,978,422672,52125,973601,non-compliant,yes,in place,hazardous,bulk carrier,16,321524,27470.32,38.49895068,Medium
567,PortC,PortZ,1,0,3,23,0,18,1436,18,irregular,clear,660,427160,38565,1096475,compliant,no,in place,hazardous,bulk carrier,21,300123,27283.315,38.12800763,Medium
568,PortB,PortX,1,1,5,87,2,13,1623,16,regular,congested areas,653,493889,42437,639179,compliant,no,not in place,non-hazardous,bulk carrier,7,305119,31448.195,46.38946193,Medium
