Route,POL,POD,Total_Travel_Days,Leg_1_Travel_Days,Leg_1_Distance,Leg_2_Travel_Days,Leg_2_Distance,Leg_3_Travel_Days,Leg_3_Distance,No_Of_Travels,Vessel_Age,Vessel_Capacity,Port_Congestion_Level,Port_Security_Rating,Cargo_Value,Freight_Rates,Incident_Date,Recent_Incidents_10Days,Recent_Incidents_5Months,Older_Incidents,Risk_Score
Route 972,Mumbai,New York,32,7,2285,12,3641,5,4079,40,11,2978,5,3,90615,423,2041-08-11,1,21,63,9738.456479487808
Route 973,Mumbai,Hamburg,39,7,2121,9,3447,10,163,83,11,3453,5,3,30032,395,2041-08-18,1,21,63,3796.3015545523917
Route 974,Mumbai,Rotterdam,29,7,1454,8,2902,10,5236,40,10,2274,8,4,109073,375,2041-08-25,1,21,63,11439.911936799763
Route 975,Tokyo,Hamburg,33,7,1507,10,6291,12,3459,40,11,2667,2,2,33582,170,2041-09-01,1,21,63,3944.692938077146
Route 976,Tokyo,Antwerp,23,9,1515,12,5867,7,3198,44,10,2939,5,3,108280,366,2041-09-08,1,21,63,11498.306459021607
Route 977,Mumbai,New York,25,5,2055,17,2837,4,3601,27,9,3682,7,3,168706,337,2041-09-15,1,21,63,17672.857146441926
Route 978,Singapore,Los Angeles,32,5,1686,12,5582,10,3553,15,14,2976,6,1,85948,360,2041-09-22,1,21,63,9251.345558087238
Route 979,Hong Kong,Hamburg,37,5,2247,13,3600,10,4612,71,16,3225,6,6,41425,349,2041-09-29,1,21,63,4882.3241927493555
Route 980,Hong Kong,Antwerp,31,8,572,8,4129,14,2440,13,3,2705,6,3,93650,345,2041-10-06,1,21,63,9962.561858764113
Route 981,Hong Kong,Los Angeles,28,8,1571,6,3936,6,2922,54,10,3243,7,3,58401,570,2041-10-13,1,21,63,6594.825827309975
Route 982,Tokyo,Los Angeles,29,7,1436,10,3340,13,4343,67,7,3838,2,4,129725,292,2041-10-20,1,21,63,13818.358714418067
Route 983,Tokyo,Hamburg,23,9,1871,10,4983,17,4622,20,8,3497,2,3,92600,393,2041-10-27,1,21,63,10028.760060777842
Route 984,Singapore,Rotterdam,33,4,1730,6,4125,8,4641,31,11,2959,4,3,185488,252,2041-11-03,1,21,63,19200.20209532856
Route 985,Hong Kong,Hamburg,34,10,2398,9,3523,6,3212,74,12,3337,0,3,158149,379,2041-11-10,1,21,63,16577.78210446541
Route 986,Hong Kong,Antwerp,27,10,1070,11,2695,8,3021,60,9,3288,7,1,92345,393,2041-11-17,1,21,63,9982.903531417402
Route 987,Mumbai,Los Angeles,27,8,2022,11,3106,10,3493,37,2,3253,7,2,135780,336,2041-11-24,1,21,63,14294.434785418958
Route 988,Tokyo,Hamburg,31,10,2279,11,2358,11,4239,74,6,3555,4,3,80338,466,2041-12-01,1,21,63,8847.951543641517
Route 989,Hong Kong,Rotterdam,27,3,2928,10,4012,8,5485,74,13,3552,4,3,101697,211,2041-12-08,1,21,63,10954.48219219115
Route 990,Singapore,Hamburg,29,5,1759,8,2803,14,1952,55,0,2936,4,4,81928,251,2041-12-15,1,21,63,8846.105631289503
Route 991,Singapore,New York,40,5,2162,8,3734,6,3779,31,14,3320,5,2,138322,321,2041-12-22,1,21,63,14561.393181080417
Route 992,Hong Kong,Rotterdam,28,8,1098,6,5370,4,2667,41,12,2808,5,1,171649,388,2041-12-29,1,21,63,17805.007273272357
Route 993,Tokyo,Antwerp,28,4,804,15,5199,13,2347,55,15,2538,6,4,139932,317,2042-01-05,1,21,63,14580.566031753871
Route 994,Singapore,Los Angeles,26,8,2422,10,3967,3,4966,46,9,2865,4,4,146096,428,2042-01-12,1,21,63,15266.365727831673
Route 995,Mumbai,Hamburg,33,9,1997,9,3912,9,4544,68,1,2961,6,3,146151,233,2042-01-19,1,21,63,15280.792470558044
Route 996,Singapore,Rotterdam,29,8,2589,7,5879,19,4449,19,11,2169,5,2,127562,185,2042-01-26,1,21,63,13237.482579178588
Route 997,Shanghai,New York,26,7,1313,18,4520,9,4921,20,15,3430,3,4,43035,330,2042-02-02,1,21,63,5053.736496247882
Route 998,Shanghai,Rotterdam,36,5,2259,6,3672,6,3520,53,13,1616,7,6,185048,292,2042-02-09,1,21,63,18906.78833367123
Route 999,Tokyo,New York,37,5,2934,8,2573,9,3567,40,7,4357,2,3,190220,354,2042-02-16,1,21,63,19969.340069625534
Route 1000,Hong Kong,Antwerp,26,9,2209,11,4393,9,6185,37,10,3750,4,1,88306,297,2042-02-23,1,21,63,9646.157275255118
