RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,RiskScore,Scaled_RiskScore,Risk_Category
275,PortA,PortZ,3,7,9,5,26.87950643837145,2026.0910652726075,11.72480457751779,irregular,congested areas,8946.522546019767,431239.9372411211,36332.18268721975,708085.8596914143,compliant,yes,not in place,non-hazardous,container,15.72234086501879,35541.19451952623,50.0071854259572,High
276,PortC,PortZ,5,11,14,2,21.893029219389156,2457.057593668712,10.038411936007384,regular,clear,8917.941872541098,611574.5822239709,55647.34058658601,1029221.8186655754,compliant,no,in place,non-hazardous,bulk carrier,1.137881804485886,49097.86920686393,68.17742801479602,High
277,PortC,PortZ,6,18,21,1,32.16874610443173,1590.0657119317812,7.220740658288909,regular,shallow waters,11803.385092392338,418133.65044644795,60617.53605558219,1015624.8137196265,non-compliant,yes,in place,hazardous,bulk carrier,11.626268991256225,27032.638697793762,38.603022758694955,Medium
278,PortA,PortZ,5,11,47,3,33.07420698651487,1483.2969929390642,9.233570326082768,regular,congested areas,8733.351435924636,428326.72561778326,30932.031518978903,945888.1407874596,compliant,no,not in place,hazardous,bulk carrier,16.12148038842792,27482.87515677461,39.20648237329078,Medium
279,PortA,PortY,0,7,20,2,38.89327563269124,1420.012978500328,11.083475295232379,regular,clear,13958.356502227647,374369.756650476,64106.575333080415,1003229.4095104543,non-compliant,yes,in place,non-hazardous,container,9.934211963808119,22798.501858594125,32.92793684736478,Medium
280,PortC,PortY,7,7,21,5,33.284735561621396,2320.743279180774,9.56070996893249,regular,congested areas,6490.974844222164,510304.0614486021,54646.32511799605,791265.0035889675,non-compliant,yes,in place,hazardous,bulk carrier,9.717147100446308,43494.695740932,60.667398933813345,High
281,PortC,PortX,9,12,35,2,34.1403303818619,1767.968752439702,8.710648097673017,irregular,shallow waters,5576.012333555864,559104.870484935,49295.779017206296,667360.0646391779,compliant,no,not in place,hazardous,container,9.961276938493699,52349.68419098344,72.53589116879209,High
282,PortC,PortX,6,11,33,3,28.68927428066047,2039.6559408544658,10.662438557477056,regular,clear,11757.872322936915,548312.9183690797,43731.768421488305,848186.0447818912,non-compliant,yes,not in place,non-hazardous,bulk carrier,14.735796765829122,46513.14949267263,64.71308404297551,High
283,PortB,PortX,5,15,29,0,42.20752171084734,1965.5848627626262,13.236384978878155,irregular,congested areas,8032.097481255903,485576.2040062945,65911.61076828999,616895.4567853797,non-compliant,yes,in place,hazardous,bulk carrier,5.723650118651464,46826.79936522801,65.13347432331564,High
284,PortA,PortX,5,0,24,1,28.00928994705765,1734.087457808006,10.922849665917038,irregular,congested areas,8065.852823454012,433945.8868462682,58970.06432689067,823094.354014261,compliant,yes,not in place,non-hazardous,container,9.192371700841584,33864.5206095194,47.75991075205383,Medium
285,PortC,PortY,4,12,44,1,26.94038939294115,2255.4431712667097,12.601883026063398,regular,congested areas,11969.466547639353,472132.0082292104,54908.23451876647,1061945.4881982333,compliant,yes,not in place,hazardous,container,17.164900738903476,31893.226639893343,45.11775178105806,Medium
286,PortA,PortZ,5,6,27,0,39.04757459259304,1961.7611095347847,8.844771564270193,irregular,shallow waters,9005.462827907078,475947.0477064797,42685.974977966354,1011933.0371293095,compliant,no,in place,non-hazardous,bulk carrier,9.564702401345485,32267.988660223837,45.62005171666459,Medium
287,PortB,PortY,8,4,0,6,22.62881360552295,1928.6794768884845,9.983275777751878,irregular,congested areas,11820.72363172981,525261.0427422,66141.81226900389,645243.4539172489,compliant,yes,in place,hazardous,container,9.265470209535236,51494.219951031424,71.38929783934358,High
288,PortB,PortX,9,7,48,3,20.762958077360423,2069.8613923220755,9.942896030928635,irregular,clear,8779.176114495081,518385.28104732244,50303.51157954809,1209869.3091194064,non-compliant,no,in place,hazardous,container,5.11821687748965,31976.653205013423,45.22956983095205,Medium
289,PortC,PortY,8,13,44,1,30.597784622992425,2216.2316254514653,10.237358168135382,regular,clear,10725.063043950613,673971.9074584348,52990.174570581206,961085.8205044942,non-compliant,yes,in place,hazardous,bulk carrier,15.22956961020519,58740.15227859525,81.10114467573027,Critical
290,PortB,PortZ,9,12,3,3,29.991317383621524,1712.3071269396657,10.881039212761833,regular,congested areas,8977.155040043159,503963.6065081483,50730.593981775484,740135.279643442,compliant,yes,in place,non-hazardous,container,14.127197036324871,44317.17434233175,61.76978104861919,High
291,PortA,PortZ,7,14,6,5,28.86056009224669,2261.875504199986,8.162061757890443,regular,shallow waters,8160.375448259423,536080.096846521,42344.49535378607,927129.0180226942,compliant,yes,in place,hazardous,container,16.861822102836523,41906.798852162894,58.53911361750741,High
292,PortC,PortY,9,16,48,3,34.96964878560826,2434.956055932005,11.294665371026957,regular,clear,13461.202715069436,507145.5806405262,53197.20985916871,883397.6502381944,compliant,yes,not in place,hazardous,bulk carrier,11.43533338419044,41672.7471195679,58.225410083442284,High
293,PortA,PortY,8,14,8,2,25.458969088557147,1572.1632893716471,6.744228122089567,irregular,clear,12232.924352719652,467326.64400346705,56969.385614584025,826452.2593717419,non-compliant,no,not in place,non-hazardous,bulk carrier,13.578910518397965,38415.405329743786,53.859539257379865,High
294,PortA,PortY,9,19,35,0,30.32083562812337,2083.4896937383496,7.328486674986637,irregular,clear,8546.71863413464,535407.4501013946,45583.92589866378,1162518.5407715195,compliant,yes,not in place,hazardous,container,13.536847484585078,35046.181611480795,49.34371117203908,Medium
295,PortB,PortX,7,17,18,6,28.199470236809066,1908.5233362928018,14.27125220234646,irregular,congested areas,9643.207926371122,457933.9406051582,52340.76660772311,778735.0040865672,non-compliant,yes,in place,non-hazardous,bulk carrier,4.875059441091869,37942.48251926375,53.22567273845809,High
296,PortB,PortY,7,17,0,3,25.543907499466247,2209.769174216042,8.979758521042248,irregular,clear,12952.453596822561,494178.2748712649,50584.994243769455,1036929.2317006404,non-compliant,yes,in place,non-hazardous,container,23.767226096090404,35146.82318929615,49.478602797426866,Medium
297,PortB,PortY,0,1,9,6,29.690799580196582,1635.0022362419447,11.459038701972403,irregular,congested areas,8023.559169876957,615926.8538477704,59151.31329474663,731736.3619878399,non-compliant,no,in place,non-hazardous,container,16.890292351893958,58421.332462123675,80.6738250312729,Critical
298,PortB,PortY,9,3,35,6,34.26297901647551,2488.6814676930726,13.396580784853912,irregular,congested areas,8131.783926383823,451464.05717075214,47010.587287313945,992620.7813814572,non-compliant,no,in place,hazardous,container,12.394999363761599,30193.581937024657,42.839688961212985,Medium
299,PortB,PortZ,4,0,8,5,40.60284060215251,1517.6315580712792,5.371087842443048,regular,congested areas,10940.12094460971,538734.3935753067,52265.709636844076,1053084.5362495955,compliant,no,in place,non-hazardous,bulk carrier,10.87892224697408,39559.067223917606,55.39240882429208,High
300,PortC,PortZ,3,3,44,4,32.89709491449484,1926.7157180670397,12.25249236031142,irregular,congested areas,14540.989120522441,251865.08975137363,54371.69401325614,1053467.65601729,compliant,no,not in place,hazardous,container,18.619771494433067,6107.3265953630835,10.55646960923685,Low
301,PortA,PortX,1,17,45,0,17.44582499299274,2130.288822798608,11.297887212518543,irregular,congested areas,10107.6631037349,481465.6089343118,46784.32904222432,1016161.2277414479,compliant,yes,in place,non-hazardous,container,12.47961857899646,33371.48834636051,47.09909119030032,Medium
302,PortA,PortX,7,4,41,6,29.809299572791755,1794.0989459195525,13.28079456186608,irregular,clear,12099.6224789734,450788.12703084835,41746.45432320489,952196.9500524158,non-compliant,yes,not in place,hazardous,container,16.568111959210352,31549.042606026786,44.65643604288506,Medium
303,PortA,PortZ,2,18,31,1,30.24901395451416,1746.9795354628886,7.636953676670746,regular,congested areas,7965.120487422664,512026.04343023105,43373.93880747895,787181.1697145799,non-compliant,no,in place,non-hazardous,bulk carrier,9.109887960288582,43130.722990939,60.17956004148698,High
304,PortA,PortZ,3,14,31,2,34.68104504789975,2066.6706909891573,12.902509313909226,irregular,congested areas,10722.104683872067,476376.3223668054,54091.90036528579,789489.6421306253,compliant,yes,not in place,non-hazardous,bulk carrier,7.622753507758974,40219.3328444042,56.277374110692094,High
305,PortB,PortZ,6,7,5,1,30.924051512448695,2023.327975997324,8.521171136794619,irregular,congested areas,9280.770576296878,514151.77750743803,47646.83886722737,1059765.7602823726,non-compliant,yes,not in place,hazardous,bulk carrier,11.191318761386855,35855.838630888065,50.428908301548084,High
306,PortA,PortY,9,19,47,5,36.265444586510384,2001.781450824545,12.109555628553313,regular,congested areas,13733.250157253498,462133.3713972049,47514.10541414357,747718.2325992843,non-compliant,no,not in place,non-hazardous,container,12.052887654111244,39863.90388716495,55.800986609694725,High
307,PortC,PortY,8,16,37,5,31.958353078076357,2257.606553439688,9.92795792849112,irregular,congested areas,13197.38168882626,538633.4699115845,56041.475670157335,701858.514470191,non-compliant,yes,not in place,hazardous,container,14.117608198733976,51012.233153767855,70.74328270415144,High
308,PortC,PortZ,1,0,16,1,37.79399034748944,1881.6581919715936,11.541537612870277,regular,congested areas,14558.833473702725,328535.799851311,60194.91523028647,1285953.9631827036,compliant,no,not in place,non-hazardous,bulk carrier,19.33449534642399,8756.3403190267,14.106987939892731,Low
309,PortA,PortY,2,11,9,0,27.80627039975853,2095.877794938501,10.097738366610306,regular,clear,8609.021421805184,511141.2296080429,61917.1587334482,948056.6205970099,compliant,no,not in place,hazardous,container,17.560159260449684,39798.02629751906,55.71268975131013,High
310,PortA,PortY,3,18,49,1,30.72171733648347,1848.0191575172555,6.321196831626542,irregular,congested areas,10070.996414811883,406292.0750183425,43874.988418975925,1127002.9372142693,compliant,no,not in place,non-hazardous,container,18.59003381731047,20735.58256180545,30.162970885700318,Medium
311,PortC,PortX,9,14,26,3,34.13320767694948,1745.2011542511775,3.7589119541124063,irregular,congested areas,10750.333848648123,616786.6543274067,59227.45618797659,1174697.6425771345,non-compliant,no,in place,non-hazardous,container,8.336952833609352,45825.35714647659,63.79122421603716,High
312,PortC,PortZ,0,8,49,1,27.139029648532784,1914.5724114529944,10.419831067966982,regular,clear,8687.064727348232,404678.6014120038,70849.83093548652,1010225.3988262857,compliant,no,in place,hazardous,container,10.525352449155978,25801.876806299613,36.95341157798006,Medium
313,PortB,PortZ,6,6,34,2,26.04993598959462,1850.3704438419104,9.472529924737303,irregular,clear,10262.110399454807,599522.0684020045,51260.70199630339,924644.6574280716,compliant,no,not in place,non-hazardous,bulk carrier,16.83997785834212,50580.634558369726,70.16480373639166,High
314,PortC,PortY,1,1,20,2,26.853239501566573,1865.3588596511656,10.796441902840588,irregular,shallow waters,11817.95607271766,498846.7358805268,49266.89806744007,928042.9565391255,compliant,yes,in place,hazardous,bulk carrier,18.074737346665195,38557.36753486671,54.04981362517445,High
315,PortB,PortZ,4,8,24,4,26.253921914555388,2349.5982253406482,9.49569306831285,regular,clear,8899.268944536992,317123.7176844706,47182.390828325995,1321606.1144537823,non-compliant,yes,in place,hazardous,bulk carrier,15.709260132832927,4328.765174416511,8.172633364502444,Low
316,PortB,PortX,0,9,27,2,32.612809604376636,1923.7689637893338,14.03615476543564,regular,clear,8593.287080525948,412373.2650818876,39362.42815460999,888238.4337744084,non-compliant,yes,not in place,non-hazardous,container,9.186423232141637,28005.80908788374,39.9073796512245,Medium
317,PortB,PortX,2,1,46,1,20.82595985182722,1801.1279983160405,10.461074255656609,irregular,congested areas,8460.688447660266,584780.1024129319,58422.534964048384,1035286.3691533939,non-compliant,no,in place,non-hazardous,container,6.79191049936251,45654.033165323955,63.561595758423096,High
318,PortB,PortX,1,18,14,2,22.220149868410466,2008.4236322143972,9.106104544834668,regular,shallow waters,7312.595230422625,579100.8824849589,49311.387557937356,1135463.8293198224,non-compliant,no,not in place,non-hazardous,bulk carrier,13.164888224284802,41106.29058079763,57.46617871123097,High
319,PortB,PortZ,0,10,3,0,39.313732461786316,2031.2683817385223,10.674726132693733,irregular,congested areas,11707.985734187036,370064.92272695847,48502.90177975995,1050141.9555714834,non-compliant,no,in place,hazardous,bulk carrier,7.541375998611204,19405.700212271535,28.3805068624088,Medium
320,PortA,PortZ,6,12,28,6,26.374516395129113,1643.9356311217784,9.142650406237388,irregular,shallow waters,8588.663328548238,656285.5725642585,56873.43438080165,1216876.7262521612,compliant,yes,not in place,hazardous,bulk carrier,14.303205509744934,48662.22906420505,67.59353209222574,High
321,PortC,PortZ,4,9,8,2,31.000074255858742,1910.4781184228468,10.185860468227975,irregular,congested areas,8377.7853395024,497543.5792990116,57794.830508720326,922676.7972674422,compliant,yes,in place,non-hazardous,container,18.25342620039259,38527.9645039387,54.01040424071027,High
322,PortB,PortZ,0,13,26,3,22.554267910504358,1898.394702770421,7.565039625528331,irregular,clear,11058.139670345481,588484.5654200962,43991.56731335184,1134670.0378818142,non-compliant,no,not in place,hazardous,bulk carrier,12.945444618554967,42579.38829589561,59.44059673465637,High
323,PortC,PortZ,5,17,25,0,30.47062133894638,1948.356717887458,9.982829596280789,regular,clear,9978.767958234972,378815.865045685,44230.35675019562,641078.2516314914,non-compliant,no,in place,non-hazardous,container,5.470853869141724,32045.2552047892,45.32151826275809,Medium
324,PortC,PortX,4,18,18,4,26.40496666159298,2217.6585119113956,9.04429520792965,irregular,shallow waters,8948.939279789807,454405.0983826936,43786.44359514048,1269383.092773999,compliant,no,in place,non-hazardous,bulk carrier,9.453520802997097,22094.181142106547,31.98392376347206,Medium
325,PortB,PortY,2,8,27,3,22.18455250919793,2041.0015613488647,7.754526749262641,regular,congested areas,11621.257621332004,541590.4270257854,71135.14302797944,1224630.0200963398,non-compliant,no,in place,non-hazardous,container,16.323416347482556,36436.58903384616,51.20729798402463,High
326,PortA,PortX,6,6,16,1,36.684602187823565,2368.381204215599,13.951471736145285,irregular,congested areas,8869.107736185153,468683.6547004369,64771.45986663498,939114.8042390313,non-compliant,no,not in place,hazardous,container,14.369607122583934,35310.5540407717,49.698054053667946,Medium
327,PortB,PortZ,9,2,42,6,35.91282863530436,1996.5018932333553,7.832529260119667,irregular,clear,5646.09805541211,207920.8955529246,57070.40422541268,1087767.687351288,non-compliant,yes,not in place,hazardous,bulk carrier,14.769462001264493,-1750.5767250162635,0.024387600638154257,Low
328,PortA,PortX,8,19,40,1,29.463226046429916,2532.8261841140193,10.013928446883876,regular,clear,12666.485977411627,480921.76630071446,46245.88761839356,1178212.9938924941,non-compliant,no,in place,non-hazardous,container,20.84481429312872,29022.96983936403,41.27069757634261,Medium
