Incidents,RouteID,IncidentType,Severity,Location,IncidentDate,Description,ResponseTime,DamageCost,InsuranceClaim
INC1518,R247,Piracy,Medium,,10-01-2023,,,,
INC1519,R247,Attacks,Low,,14-06-2023,,,,
INC1520,R247,Attacks,Low,,16-12-2022,,,,
INC1521,R247,Accident,Low,,24-12-2023,Offshore Oil Rig Mishaps                       ,,,
INC1522,R247,Natural Disaster,Medium,,06-09-2023,,,,
INC1523,R247,Natural Disaster,High,,18-05-2024,,,,
INC1524,R247,Port Security,Low,,04-03-2023,,,,
INC1525,R248,Port Security,Medium,,20-04-2024,,,,
INC1526,R248,Delay,High,,15-03-2023,,,,
INC1527,R248,Natural Disaster,High,,19-04-2024,,,,
INC1528,R249,Port Security,High,,20-10-2022,,,,
INC1529,R249,Delay,Low,,17-08-2023,,,,
INC1530,R249,Accident,Medium,,28-01-2024,Offshore Oil Rig Mishaps                       ,,,
INC1531,R250,Delay,Low,,05-12-2022,,,,
INC1532,R250,Port Security,Low,,18-05-2023,,,,
INC1533,R250,Port Security,High,,04-07-2023,,,,
INC1534,R250,Accident,Medium,,27-01-2023,Accidents on Tugboats                          ,,,
INC1535,R250,Piracy,Medium,,11-01-2024,,,,
INC1536,R250,Piracy,Low,,30-06-2022,,,,
INC1537,R250,Port Security,Medium,,14-09-2023,,,,
INC1538,R251,Accident,Low,,14-09-2022,Minor collision,,,
INC1539,R251,Attacks,High,,17-07-2023,,,,
INC1540,R251,Port Security,High,,09-01-2023,,,,
INC1541,R251,Accident,Low,,14-03-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC1542,R251,Delay,Medium,,07-03-2023,,,,
INC1543,R251,Accident,Medium,,24-02-2024,Accidents on Tugboats                          ,,,
INC1544,R252,Port Security,Low,,11-06-2023,,,,
INC1545,R252,Theft,High,,01-08-2023,Container theft,,,
INC1546,R252,Delay,High,,07-10-2023,,,,
INC1547,R252,Piracy,High,,03-08-2023,,,,
INC1548,R252,Attacks,Medium,,24-10-2022,,,,
INC1549,R252,Port Security,Medium,,27-09-2022,,,,
INC1550,R252,Piracy,Low,,06-10-2022,,,,
INC1551,R253,Port Security,Medium,,25-06-2023,,,,
INC1552,R253,Attacks,Medium,,07-05-2024,,,,
INC1553,R253,Delay,Low,,28-11-2023,,,,
INC1554,R254,Delay,High,,27-05-2024,,,,
INC1555,R254,Natural Disaster,High,,24-11-2023,,,,
INC1556,R255,Attacks,High,,14-10-2022,,,,
INC1557,R255,Piracy,Medium,,05-02-2023,,,,
INC1558,R255,Accident,Medium,,28-11-2023,Accidents on Barges                            ,,,
INC1559,R255,Theft,High,,26-11-2023,Cargo theft,,,
INC1560,R255,Theft,Medium,,11-11-2022,Container theft,,,
INC1561,R255,Port Security,High,,24-11-2023,,,,
INC1562,R255,Theft,Low,,18-02-2024,Cargo theft,,,
INC1563,R256,Piracy,Low,,28-07-2022,,,,
INC1564,R256,Piracy,Low,,22-12-2023,,,,
INC1565,R256,Accident,High,,03-12-2022,Minor collision                                ,,,
INC1566,R256,Accident,Medium,,14-08-2022,Accidents on Tugboats                          ,,,
INC1567,R256,Port Security,Medium,,23-01-2023,,,,
INC1568,R256,Natural Disaster,Medium,,14-10-2022,,,,
INC1569,R256,Attacks,Low,,01-08-2023,,,,
INC1570,R257,Attacks,High,,10-07-2023,,,,
INC1571,R257,Accident,High,,29-08-2022,Accidents on Barges                            ,,,
INC1572,R257,Delay,High,,29-11-2023,,,,
INC1573,R257,Piracy,Medium,,10-07-2023,,,,
INC1574,R257,Theft,High,,03-12-2022,Container theft,,,
INC1575,R257,Port Security,Medium,,12-05-2024,,,,
INC1576,R257,Accident,Low,,29-08-2023,Offshore Oil Rig Mishaps                       ,,,
INC1577,R257,Delay,High,,02-02-2023,,,,
INC1578,R257,Port Security,Medium,,07-01-2023,,,,
INC1579,R257,Piracy,Medium,,13-05-2023,,,,
INC1580,R258,Attacks,Low,,23-05-2024,,,,
INC1581,R258,Attacks,High,,14-10-2022,,,,
INC1582,R258,Port Security,Medium,,31-07-2022,,,,
INC1583,R258,Delay,High,,22-06-2023,,,,
INC1584,R258,Theft,Low,,05-06-2024,Container theft,,,
INC1585,R258,Port Security,High,,27-03-2024,,,,
INC1586,R258,Delay,Low,,25-11-2022,,,,
INC1587,R259,Delay,Low,,24-09-2023,,,,
INC1588,R259,Accident,High,,05-03-2024,Accidents on Barges                            ,,,
INC1589,R259,Piracy,Medium,,28-04-2024,,,,
INC1590,R259,Theft,High,,02-05-2024,Cargo theft,,,
INC1591,R259,Theft,Low,,23-03-2023,Cargo theft,,,
INC1592,R259,Piracy,Medium,,28-11-2022,,,,
INC1593,R260,Attacks,High,,01-05-2023,,,,
INC1594,R260,Natural Disaster,Medium,,25-08-2023,,,,
INC1595,R260,Piracy,High,,20-06-2024,,,,
INC1596,R260,Theft,Medium,,15-08-2023,Cargo theft,,,
INC1597,R260,Natural Disaster,Medium,,20-01-2023,,,,
INC1598,R260,Theft,High,,03-01-2023,Container theft,,,
INC1599,R261,Theft,Low,,29-06-2022,Container theft,,,
INC1600,R261,Delay,High,,02-10-2022,,,,
INC1601,R261,Attacks,Low,,26-04-2024,,,,
INC1602,R261,Natural Disaster,Low,,27-05-2023,,,,
INC1603,R262,Delay,Medium,,12-11-2023,,,,
INC1604,R262,Theft,High,,29-12-2022,Container theft,,,
INC1605,R262,Attacks,High,,30-11-2022,,,,
INC1606,R262,Natural Disaster,High,,13-02-2023,,,,
INC1607,R262,Natural Disaster,Low,,01-09-2023,,,,
INC1608,R262,Port Security,High,,23-08-2022,,,,
INC1609,R262,Delay,Low,,08-07-2022,,,,
INC1610,R262,Accident,High,,30-12-2023,Offshore Oil Rig Mishaps                       ,,,
INC1611,R262,Delay,High,,10-10-2023,,,,
INC1612,R262,Piracy,Medium,,31-01-2023,,,,
INC1613,R263,Natural Disaster,Medium,,14-01-2024,,,,
INC1614,R263,Accident,High,,01-07-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC1615,R263,Theft,Low,,03-04-2023,Cargo theft,,,
INC1616,R263,Piracy,Low,,04-08-2022,,,,
INC1617,R263,Port Security,High,,24-10-2023,,,,
INC1618,R263,Theft,Medium,,18-10-2022,Cargo theft,,,
INC1619,R263,Natural Disaster,Medium,,11-04-2024,,,,
INC1620,R263,Attacks,Medium,,07-07-2023,,,,
INC1621,R263,Accident,Medium,,15-10-2023,Grounding of Ships                             ,,,
INC1622,R263,Port Security,High,,30-11-2022,,,,
INC1623,R264,Port Security,High,,23-03-2024,,,,
INC1624,R264,Attacks,Low,,30-05-2024,,,,
INC1625,R264,Port Security,Low,,30-04-2024,,,,
INC1626,R264,Accident,High,,24-11-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC1627,R264,Accident,High,,02-11-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC1628,R265,Piracy,High,,02-10-2023,,,,
INC1629,R265,Accident,Low,,06-10-2023,Accidents on Tugboats                          ,,,
INC1630,R266,Piracy,Low,,02-12-2023,,,,
INC1631,R266,Attacks,Medium,,30-07-2023,,,,
INC1632,R266,Delay,Low,,11-08-2022,,,,
INC1633,R267,Accident,Low,,11-07-2023,Offshore Oil Rig Mishaps                       ,,,
INC1634,R267,Accident,Low,,15-10-2022,Grounding of Ships                             ,,,
INC1635,R268,Accident,Low,,21-06-2024,Offshore Oil Rig Mishaps                       ,,,
INC1636,R268,Theft,High,,16-03-2024,Cargo theft,,,
INC1637,R268,Port Security,High,,29-06-2023,,,,
INC1638,R268,Theft,Medium,,15-12-2023,Container theft,,,
INC1639,R268,Attacks,Low,,17-10-2022,,,,
INC1640,R268,Natural Disaster,Low,,18-02-2024,,,,
INC1641,R268,Theft,High,,10-02-2024,Cargo theft,,,
INC1642,R268,Attacks,Low,,27-05-2024,,,,
INC1643,R268,Delay,Low,,27-12-2023,,,,
INC1644,R268,Delay,Low,,01-08-2023,,,,
INC1645,R269,Piracy,Medium,,08-12-2023,,,,
INC1646,R269,Attacks,High,,23-03-2024,,,,
INC1647,R269,Delay,Low,,22-02-2024,,,,
INC1648,R269,Port Security,Medium,,25-12-2023,,,,
INC1649,R269,Piracy,Low,,23-09-2022,,,,
INC1650,R269,Attacks,High,,04-08-2023,,,,
INC1651,R269,Accident,Low,,11-12-2023,Offshore Oil Rig Mishaps,,,
INC1652,R269,Theft,Medium,,25-07-2023,Container theft,,,
INC1653,R269,Attacks,High,,23-11-2023,,,,
INC1654,R269,Attacks,High,,25-03-2023,,,,
INC1655,R270,Delay,Medium,,27-10-2022,,,,
INC1656,R270,Delay,High,,25-02-2023,,,,
INC1657,R270,Piracy,Low,,16-09-2022,,,,
INC1658,R270,Piracy,High,,19-09-2022,,,,
INC1659,R270,Delay,Medium,,27-06-2023,,,,
INC1660,R270,Theft,High,,25-02-2024,Cargo theft,,,
INC1661,R270,Delay,Medium,,29-04-2024,,,,
INC1662,R270,Natural Disaster,Low,,27-10-2023,,,,
INC1663,R270,Accident,Medium,,31-07-2022,Minor collision,,,
INC1664,R270,Delay,High,,26-10-2022,,,,
INC1665,R271,Port Security,High,,19-08-2022,,,,
INC1666,R271,Natural Disaster,Low,,13-10-2023,,,,
INC1667,R271,Delay,High,,11-07-2022,,,,
INC1668,R271,Piracy,Medium,,10-08-2023,,,,
INC1669,R271,Theft,High,,13-08-2022,Cargo theft,,,
INC1670,R271,Delay,Low,,26-11-2023,,,,
INC1671,R271,Accident,Medium,,05-09-2022,Accidents on Barges                            ,,,
INC1672,R271,Attacks,Low,,31-10-2023,,,,
INC1673,R272,Accident,High,,03-04-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC1674,R272,Theft,High,,28-03-2023,Container theft,,,
INC1675,R272,Piracy,High,,03-03-2023,,,,
INC1676,R272,Natural Disaster,Low,,09-10-2023,,,,
INC1677,R272,Piracy,High,,25-05-2024,,,,
INC1678,R272,Natural Disaster,Low,,15-09-2023,,,,
INC1679,R272,Accident,Low,,25-06-2022,Minor collision                                ,,,
INC1680,R272,Port Security,Low,,03-04-2024,,,,
INC1681,R272,Piracy,High,,29-04-2023,,,,
INC1682,R272,Accident,High,,30-12-2023,Accidents on Barges                            ,,,
INC1683,R273,Theft,High,,25-06-2023,Container theft,,,
INC1684,R273,Natural Disaster,Low,,20-01-2024,,,,
INC1685,R273,Accident,Medium,,24-02-2023,Accidents on Tugboats                          ,,,
INC1686,R274,Delay,Low,,17-04-2024,,,,
INC1687,R274,Natural Disaster,Medium,,18-01-2024,,,,
INC1688,R274,Theft,Medium,,06-03-2024,Cargo theft,,,
INC1689,R274,Accident,Low,,13-05-2023,Accidents on Tugboats                          ,,,
INC1690,R274,Delay,Medium,,14-10-2023,,,,
INC1691,R274,Accident,High,,24-05-2023,Offshore Oil Rig Mishaps                       ,,,
INC1692,R274,Theft,Low,,24-03-2023,Cargo theft,,,
INC1693,R274,Accident,Low,,23-03-2024,Offshore Oil Rig Mishaps,,,
INC1694,R274,Theft,Low,,01-08-2022,Cargo theft,,,
INC1695,R274,Port Security,Low,,13-05-2024,,,,
INC1696,R275,Attacks,Low,,26-01-2023,,,,
INC1697,R275,Delay,High,,15-10-2023,,,,
INC1698,R275,Piracy,Low,,01-01-2024,,,,
INC1699,R275,Piracy,Low,,03-04-2023,,,,
INC1700,R276,Attacks,Medium,,01-04-2023,,,,
INC1701,R276,Theft,High,,17-02-2024,Container theft,,,
INC1702,R276,Natural Disaster,Medium,,04-03-2023,,,,
INC1703,R276,Piracy,Low,,04-05-2024,,,,
INC1704,R276,Theft,High,,30-06-2022,Container theft,,,
INC1705,R277,Port Security,Low,,10-12-2023,,,,
INC1706,R277,Piracy,High,,14-05-2023,,,,
INC1707,R277,Port Security,Low,,05-05-2024,,,,
INC1708,R278,Delay,Medium,,06-03-2023,,,,
INC1709,R278,Theft,High,,01-03-2023,Cargo theft,,,
INC1710,R278,Delay,Low,,02-11-2023,,,,
INC1711,R278,Accident,Medium,,20-08-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC1712,R278,Delay,Medium,,06-04-2024,,,,
INC1713,R278,Piracy,Medium,,27-09-2022,,,,
INC1714,R278,Delay,High,,09-12-2022,,,,
INC1715,R278,Delay,Low,,19-09-2022,,,,
INC1716,R278,Theft,High,,08-04-2023,Cargo theft,,,
INC1717,R278,Natural Disaster,Medium,,25-06-2023,,,,
INC1718,R279,Theft,High,,22-05-2023,Container theft,,,
INC1719,R279,Theft,Medium,,25-04-2023,Container theft,,,
INC1720,R280,Accident,High,,19-10-2023,Accidents on Barges                            ,,,
INC1721,R280,Accident,Low,,10-11-2023,Accidents on Barges                            ,,,
INC1722,R280,Attacks,Low,,23-07-2022,,,,
INC1723,R281,Theft,High,,24-05-2023,Cargo theft,,,
INC1724,R281,Piracy,Medium,,06-07-2023,,,,
INC1725,R281,Piracy,High,,23-03-2024,,,,
INC1726,R281,Theft,Low,,17-04-2023,Container theft,,,
INC1727,R281,Accident,Low,,11-09-2022,Offshore Oil Rig Mishaps                       ,,,
INC1728,R281,Accident,High,,24-07-2022,Accidents on Tugboats                          ,,,
INC1729,R281,Natural Disaster,High,,15-01-2023,,,,
INC1730,R281,Delay,Low,,07-01-2023,,,,
INC1731,R281,Port Security,Medium,,01-10-2023,,,,
INC1732,R281,Accident,Low,,24-02-2024,Accidents on Tugboats                          ,,,
INC1733,R282,Accident,High,,06-10-2023,Offshore Oil Rig Mishaps                       ,,,
INC1734,R282,Theft,High,,16-09-2023,Cargo theft,,,
INC1735,R282,Accident,Medium,,26-03-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC1736,R282,Port Security,Medium,,27-10-2022,,,,
INC1737,R282,Accident,Low,,16-05-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC1738,R283,Natural Disaster,Medium,,12-05-2024,,,,
INC1739,R283,Delay,High,,21-02-2023,,,,
INC1740,R283,Attacks,High,,14-08-2023,,,,
INC1741,R283,Accident,Low,,11-05-2024,Accidents on Barges                            ,,,
INC1742,R283,Natural Disaster,Low,,09-01-2024,,,,
INC1743,R283,Piracy,Low,,21-12-2022,,,,
INC1744,R283,Theft,Low,,13-07-2023,Container theft,,,
INC1745,R283,Piracy,Medium,,27-02-2023,,,,
INC1746,R283,Delay,Low,,18-09-2023,,,,
INC1747,R283,Delay,High,,26-08-2022,,,,
INC1748,R284,Delay,Medium,,14-02-2024,,,,
INC1749,R284,Accident,High,,31-08-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC1750,R284,Port Security,High,,19-04-2023,,,,
INC1751,R284,Natural Disaster,High,,20-01-2024,,,,
INC1752,R284,Natural Disaster,Medium,,09-12-2023,,,,
INC1753,R285,Theft,Low,,02-06-2023,Container theft,,,
INC1754,R285,Piracy,High,,24-07-2022,,,,
INC1755,R285,Port Security,Low,,07-08-2022,,,,
INC1756,R285,Port Security,Medium,,15-03-2024,,,,
INC1757,R285,Theft,Medium,,10-02-2024,Container theft,,,
INC1758,R286,Piracy,High,,24-10-2022,,,,
INC1759,R286,Theft,High,,15-02-2023,Container theft,,,
INC1760,R286,Piracy,Low,,28-05-2024,,,,
INC1761,R286,Attacks,High,,06-07-2023,,,,
INC1762,R286,Delay,High,,14-07-2023,,,,
INC1763,R286,Accident,Low,,13-03-2023,Accidents on Tugboats                          ,,,
INC1764,R286,Natural Disaster,High,,14-09-2022,,,,
INC1765,R286,Piracy,High,,25-01-2024,,,,
INC1766,R286,Natural Disaster,Medium,,06-08-2022,,,,
INC1767,R287,Natural Disaster,Medium,,10-11-2022,,,,
INC1768,R287,Attacks,Low,,11-02-2023,,,,
INC1769,R287,Delay,Medium,,09-05-2023,,,,
INC1770,R287,Port Security,Medium,,19-09-2022,,,,
INC1771,R287,Port Security,Medium,,17-06-2023,,,,
INC1772,R287,Delay,Medium,,09-08-2023,,,,
INC1773,R287,Delay,High,,17-07-2023,,,,
INC1774,R287,Piracy,Medium,,13-05-2024,,,,
INC1775,R288,Natural Disaster,Medium,,02-05-2023,,,,
INC1776,R288,Delay,Low,,11-04-2023,,,,
INC1777,R288,Port Security,Medium,,25-03-2023,,,,
INC1778,R288,Theft,Low,,24-10-2023,Container theft,,,
INC1779,R288,Natural Disaster,Medium,,01-10-2023,,,,
INC1780,R288,Attacks,High,,31-07-2023,,,,
INC1781,R288,Port Security,Medium,,20-01-2023,,,,
INC1782,R288,Theft,High,,12-01-2023,Container theft,,,
INC1783,R288,Port Security,Low,,27-04-2023,,,,
INC1784,R289,Attacks,Low,,16-08-2023,,,,
INC1785,R289,Piracy,Medium,,11-05-2024,,,,
INC1786,R289,Delay,Medium,,08-06-2024,,,,
INC1787,R290,Delay,High,,03-03-2024,,,,
INC1788,R290,Attacks,High,,11-09-2022,,,,
INC1789,R290,Attacks,Medium,,20-11-2022,,,,
INC1790,R290,Natural Disaster,Medium,,06-04-2023,,,,
INC1791,R290,Attacks,High,,08-12-2023,,,,
INC1792,R290,Natural Disaster,Low,,10-04-2023,,,,
INC1793,R290,Accident,Low,,01-03-2024,Accidents on Barges                            ,,,
INC1794,R291,Accident,High,,13-03-2023,Offshore Oil Rig Mishaps                       ,,,
INC1795,R291,Port Security,High,,02-12-2022,,,,
INC1796,R291,Attacks,High,,24-04-2023,,,,
INC1797,R291,Natural Disaster,Low,,13-01-2024,,,,
INC1798,R291,Delay,High,,25-05-2024,,,,
INC1799,R291,Delay,Low,,07-06-2024,,,,
INC1800,R291,Accident,Medium,,29-11-2022,Offshore Oil Rig Mishaps                       ,,,
INC1801,R291,Piracy,High,,07-10-2023,,,,
INC1802,R292,Port Security,Medium,,01-01-2023,,,,
INC1803,R292,Piracy,Low,,13-08-2022,,,,
INC1804,R292,Piracy,Medium,,12-01-2024,,,,
INC1805,R292,Theft,Medium,,08-06-2024,Container theft,,,
INC1806,R292,Delay,High,,10-04-2024,,,,
INC1807,R293,Port Security,Medium,,23-07-2023,,,,
INC1808,R293,Piracy,High,,15-02-2023,,,,
INC1809,R293,Piracy,Low,,23-03-2023,,,,
INC1810,R293,Accident,Low,,01-03-2023,Accidents on Tugboats                          ,,,
INC1811,R293,Piracy,High,,25-03-2024,,,,
INC1812,R293,Theft,High,,15-09-2022,Container theft,,,
INC1813,R293,Natural Disaster,Low,,22-11-2022,,,,
INC1814,R293,Theft,Medium,,28-12-2022,Cargo theft,,,
INC1815,R293,Piracy,High,,22-07-2022,,,,
INC1816,R294,Piracy,High,,14-07-2022,,,,
INC1817,R294,Piracy,Medium,,10-05-2024,,,,
INC1818,R295,Piracy,Low,,14-06-2024,,,,
INC1819,R295,Accident,Low,,30-04-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC1820,R295,Attacks,Medium,,20-06-2023,,,,
INC1821,R295,Delay,Medium,,21-08-2022,,,,
INC1822,R295,Delay,Medium,,09-02-2024,,,,
INC1823,R295,Natural Disaster,Medium,,05-04-2024,,,,
INC1824,R295,Natural Disaster,Low,,23-08-2023,,,,
INC1825,R295,Theft,High,,06-10-2023,Cargo theft,,,
INC1826,R295,Delay,High,,18-05-2024,,,,
INC1827,R296,Theft,High,,16-09-2023,Container theft,,,
INC1828,R296,Accident,Low,,18-07-2022,Offshore Oil Rig Mishaps                       ,,,
INC1829,R296,Theft,Low,,23-01-2023,Cargo theft,,,
INC1830,R297,Piracy,Low,,10-05-2024,,,,
INC1831,R297,Accident,Medium,,11-02-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC1832,R298,Theft,Medium,,18-05-2023,Cargo theft,,,
INC1833,R298,Port Security,High,,03-10-2023,,,,
INC1834,R298,Accident,High,,21-07-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC1835,R298,Natural Disaster,Low,,17-12-2022,,,,
INC1836,R298,Natural Disaster,High,,10-11-2022,,,,
INC1837,R298,Piracy,Medium,,31-07-2022,,,,
INC1838,R298,Attacks,Medium,,26-09-2022,,,,
INC1839,R298,Piracy,Medium,,16-01-2024,,,,
INC1840,R299,Port Security,Medium,,02-11-2023,,,,
INC1841,R299,Theft,High,,28-02-2023,Cargo theft,,,
INC1842,R299,Delay,Low,,13-10-2022,,,,
INC1843,R299,Accident,Medium,,12-01-2024,Accidents on Barges                            ,,,
INC1844,R300,Theft,Low,,01-02-2023,Cargo theft,,,
INC1845,R300,Attacks,Medium,,11-08-2022,,,,
INC1846,R300,Accident,High,,05-12-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC1847,R300,Piracy,Low,,10-02-2024,,,,
INC1848,R301,Theft,High,,28-04-2024,Container theft,,,
INC1849,R301,Natural Disaster,High,,04-10-2022,,,,
INC1850,R301,Theft,High,,13-09-2023,Container theft,,,
INC1851,R301,Port Security,Low,,10-05-2023,,,,
INC1852,R301,Port Security,High,,14-07-2023,,,,
INC1853,R301,Attacks,High,,21-02-2023,,,,
INC1854,R302,Theft,Medium,,13-04-2024,Cargo theft,,,
INC1855,R302,Attacks,Low,,17-07-2023,,,,
INC1856,R303,Port Security,Low,,31-08-2022,,,,
INC1857,R303,Theft,Medium,,28-02-2023,Cargo theft,,,
INC1858,R303,Attacks,Medium,,17-06-2024,,,,
INC1859,R303,Theft,Medium,,19-01-2024,Container theft,,,
INC1860,R304,Attacks,Low,,26-04-2023,,,,
INC1861,R304,Port Security,Low,,09-07-2022,,,,
INC1862,R305,Accident,Medium,,26-01-2024,Accidents on Barges                            ,,,
INC1863,R305,Port Security,Low,,05-03-2024,,,,
INC1864,R305,Natural Disaster,High,,15-12-2023,,,,
INC1865,R305,Piracy,High,,05-03-2024,,,,
INC1866,R305,Attacks,High,,30-06-2023,,,,
INC1867,R306,Attacks,High,,11-04-2024,,,,
INC1868,R306,Attacks,High,,28-08-2023,,,,
INC1869,R306,Accident,High,,05-12-2023,Accidents on Barges                            ,,,
INC1870,R306,Attacks,Medium,,09-02-2023,,,,
INC1871,R307,Attacks,Low,,20-10-2022,,,,
INC1872,R307,Natural Disaster,High,,05-07-2023,,,,
INC1873,R307,Accident,Low,,02-10-2022,Accidents on Barges                            ,,,
INC1874,R307,Port Security,Low,,02-01-2023,,,,
INC1875,R307,Natural Disaster,High,,04-06-2024,,,,
INC1876,R308,Attacks,Low,,07-04-2024,,,,
INC1877,R308,Port Security,Medium,,28-11-2022,,,,
INC1878,R308,Piracy,Low,,07-11-2022,,,,
INC1879,R308,Natural Disaster,Low,,05-05-2023,,,,
INC1880,R308,Theft,High,,27-03-2023,Container theft,,,
INC1881,R308,Delay,High,,03-10-2022,,,,
INC1882,R308,Attacks,Low,,17-02-2024,,,,
INC1883,R308,Attacks,Medium,,19-07-2022,,,,
INC1884,R308,Natural Disaster,Medium,,02-07-2023,,,,
INC1885,R308,Accident,Medium,,30-08-2023,Offshore Oil Rig Mishaps                       ,,,
INC1886,R309,Port Security,High,,24-11-2023,,,,
INC1887,R309,Theft,Low,,25-12-2023,Container theft,,,
INC1888,R309,Port Security,High,,27-08-2022,,,,
INC1889,R309,Theft,High,,27-08-2022,Cargo theft,,,
INC1890,R309,Delay,Low,,16-10-2023,,,,
INC1891,R309,Attacks,Medium,,09-12-2023,,,,
INC1892,R309,Port Security,Medium,,29-02-2024,,,,
INC1893,R310,Accident,High,,14-02-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC1894,R310,Piracy,Medium,,30-06-2023,,,,
INC1895,R310,Theft,Low,,09-12-2023,Cargo theft,,,
INC1896,R310,Theft,Medium,,17-07-2022,Container theft,,,
INC1897,R310,Piracy,High,,15-12-2022,,,,
INC1898,R310,Theft,Low,,17-08-2023,Container theft,,,
INC1899,R310,Attacks,High,,20-03-2024,,,,
INC1900,R310,Port Security,Low,,21-12-2023,,,,
INC1901,R311,Accident,Medium,,12-08-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC1902,R311,Theft,High,,29-01-2024,Container theft,,,
INC1903,R311,Delay,High,,21-04-2024,,,,
INC1904,R311,Accident,Medium,,07-03-2024,Offshore Oil Rig Mishaps                       ,,,
INC1905,R311,Accident,Medium,,05-06-2023,Offshore Oil Rig Mishaps                       ,,,
INC1906,R311,Natural Disaster,Low,,08-04-2023,,,,
INC1907,R311,Port Security,Medium,,23-11-2022,,,,
INC1908,R311,Port Security,High,,06-01-2024,,,,
INC1909,R311,Piracy,Medium,,23-09-2023,,,,
INC1910,R312,Theft,Low,,08-02-2024,Cargo theft,,,
INC1911,R312,Natural Disaster,Low,,23-02-2023,,,,
INC1912,R312,Theft,Medium,,04-03-2024,Cargo theft,,,
INC1913,R313,Port Security,High,,05-04-2023,,,,
INC1914,R313,Attacks,Medium,,09-04-2024,,,,
INC1915,R313,Natural Disaster,Medium,,14-05-2024,,,,
INC1916,R313,Attacks,High,,21-10-2023,,,,
INC1917,R313,Piracy,Low,,28-10-2022,,,,
INC1918,R313,Attacks,Low,,07-02-2024,,,,
INC1919,R314,Piracy,Low,,06-08-2023,,,,
INC1920,R314,Theft,High,,21-02-2024,Cargo theft,,,
INC1921,R314,Accident,Low,,11-08-2022,Accidents on Barges                            ,,,
INC1922,R315,Accident,Low,,10-05-2024,Offshore Oil Rig Mishaps                       ,,,
INC1923,R315,Accident,High,,21-05-2024,Minor collision                                ,,,
INC1924,R315,Natural Disaster,Low,,11-12-2022,,,,
INC1925,R315,Port Security,High,,16-11-2022,,,,
INC1926,R315,Attacks,Low,,25-10-2022,,,,
INC1927,R316,Natural Disaster,High,,04-12-2022,,,,
INC1928,R316,Theft,Medium,,19-12-2023,Container theft,,,
INC1929,R316,Port Security,High,,09-01-2023,,,,
